"","id","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd","alley_grvl","alley_pave","landslope_sev","landslope_mod"
"262",262,60,1,9657,1,1,0,1,0,"CollgCr",0,0,0,8,5,2007,2007,0,0,0,0
"263",263,80,1,8559,1,1,0,1,2,"Sawyer",0,0,0,6,7,1977,1995,0,0,0,0
"264",264,50,2,5550,1,0,0,1,2,"OldTown",0,0,0,5,7,1929,2001,0,0,0,0
"265",265,30,2,5262,1,3,1,1,0,"OldTown",1,0,0,5,5,1925,2004,1,0,0,0
"266",266,20,1,12168,1,1,0,1,0,"NWAmes",0,0,0,6,6,1981,1981,0,0,0,0
"267",267,60,1,11277,1,1,3,1,1,"Gilbert",0,0,0,6,5,1997,1997,0,0,0,0
"268",268,75,1,8460,1,0,1,1,0,"SWISU",0,0,0,5,8,1939,1997,0,0,0,1
"269",269,30,2,6971,1,0,0,1,0,"IDOTRR",0,0,0,5,6,1940,1955,0,0,0,0
"270",270,20,1,7917,1,1,0,1,2,"Edwards",0,0,0,6,7,1976,1976,0,0,0,0
"271",271,60,4,10812,1,0,0,1,0,"Somerst",0,0,0,8,5,2006,2006,0,0,0,0
"272",272,20,1,39177,1,1,2,1,3,"ClearCr",0,0,0,7,7,1954,2005,0,0,1,0
"273",273,60,1,11856,1,1,0,1,3,"NoRidge",0,0,0,8,7,1999,2007,0,0,0,0
"274",274,20,1,9680,1,0,0,1,0,"NAmes",1,0,0,6,6,1958,1988,0,0,0,0
"275",275,20,1,8390,1,0,0,1,2,"Mitchel",0,0,0,5,7,1982,1982,0,0,0,0
"276",276,50,1,7319,1,0,0,1,0,"BrkSide",0,0,0,7,7,1925,2007,0,0,0,0
"277",277,20,1,9325,1,1,0,1,0,"Mitchel",0,0,0,7,5,2003,2003,0,0,0,0
"278",278,20,1,19278,1,0,0,1,2,"Gilbert",0,0,0,4,5,1951,1951,0,0,0,0
"279",279,20,1,14557,1,0,0,1,0,"NridgHt",0,0,0,9,5,2006,2007,0,0,0,0
"280",280,60,1,10088,1,0,0,1,0,"ClearCr",0,0,0,7,5,1977,1977,0,0,0,0
"281",281,60,1,11369,1,0,0,1,0,"SawyerW",0,0,0,7,6,1989,1989,0,0,0,0
"282",282,20,4,7260,1,0,0,1,0,"Somerst",0,0,0,6,5,2006,2006,0,1,0,0
"283",283,120,1,5097,1,0,0,1,0,"NridgHt",0,0,4,7,5,2007,2008,0,0,0,0
"284",284,20,1,9686,1,0,0,1,0,"Somerst",1,0,0,8,5,2008,2009,0,0,0,0
"285",285,120,1,8062,1,0,0,1,0,"SawyerW",0,0,3,6,5,1992,1992,0,0,0,0
"286",286,160,4,4286,1,1,0,1,0,"Somerst",0,0,3,7,5,2006,2007,0,1,0,0
"287",287,50,1,9863,1,1,1,1,0,"NAmes",0,0,0,6,7,1962,1981,0,0,0,0
"288",288,20,1,8125,1,1,0,1,2,"NAmes",0,0,0,4,4,1971,1971,0,0,0,0
"289",289,20,1,9819,1,1,0,1,0,"Sawyer",0,0,0,5,5,1967,1967,0,0,0,0
"290",290,70,1,8790,1,0,0,1,0,"BrkSide",3,0,0,6,7,1915,2003,0,0,0,0
"291",291,60,1,15731,1,0,0,1,0,"CollgCr",0,0,0,8,5,2006,2006,0,0,0,0
"292",292,190,1,5742,1,0,1,1,0,"SWISU",0,0,1,5,6,1912,2000,1,0,0,0
"293",293,50,1,11469,1,0,0,1,0,"Edwards",0,0,0,5,4,1949,2008,0,0,0,0
"294",294,60,1,16659,1,1,0,1,2,"NWAmes",2,0,0,7,7,1977,1994,0,0,0,0
"295",295,20,1,9680,1,0,0,1,0,"NAmes",0,0,0,6,5,1953,1953,0,0,0,0
"296",296,80,1,7974,1,1,0,1,3,"Mitchel",0,0,0,6,6,1984,1984,0,0,0,0
"297",297,50,2,13785,1,0,0,1,0,"IDOTRR",0,0,0,5,5,1950,1950,0,0,0,0
"298",298,60,4,7465,1,1,0,1,0,"Somerst",0,0,0,7,5,1997,1998,0,1,0,0
"299",299,60,1,11790,1,0,0,1,0,"NWAmes",0,0,0,6,6,1968,1968,0,0,0,0
"300",300,20,1,14080,1,0,0,1,0,"Crawfor",0,0,0,6,8,1950,2004,0,0,0,0
"301",301,190,1,15840,1,0,0,1,2,"Crawfor",0,0,1,5,5,1953,1953,0,0,0,0
"302",302,60,1,16292,1,3,0,1,0,"CollgCr",0,0,0,8,5,1998,1999,0,0,0,0
"303",303,20,1,13822,1,1,0,1,2,"CollgCr",0,0,0,7,5,2001,2002,0,0,0,0
"304",304,20,1,9870,1,0,0,1,2,"CollgCr",0,0,0,5,7,1972,1972,0,0,0,0
"305",305,75,2,18473,1,0,0,1,0,"OldTown",0,0,0,7,9,1880,2002,0,0,0,0
"306",306,20,1,10466,1,0,0,1,0,"CollgCr",0,0,0,8,5,2004,2005,0,0,0,0
"307",307,60,1,13590,1,0,0,1,0,"SawyerW",1,0,0,7,5,1990,1991,0,0,0,0
"308",308,50,2,7920,1,1,0,1,0,"IDOTRR",1,0,0,6,7,1920,1950,1,0,0,0
"309",309,30,1,12342,1,1,0,1,0,"Edwards",0,0,0,4,5,1940,1950,0,0,0,0
"310",310,20,1,12468,1,1,0,1,0,"NridgHt",0,0,0,9,5,2003,2004,0,0,0,0
"311",311,60,1,7685,1,1,0,1,0,"Gilbert",0,0,0,6,5,1993,1994,0,0,0,0
"312",312,20,1,8050,1,0,0,1,0,"NAmes",0,0,0,6,6,1948,2002,0,0,0,0
"313",313,190,2,7865,1,0,0,1,0,"OldTown",1,0,1,5,7,1939,1950,0,0,0,0
"314",314,20,1,215395,1,3,2,1,0,"Timber",0,0,0,7,5,1965,1965,0,0,1,0
"315",315,70,2,9660,1,0,0,1,0,"OldTown",0,0,0,7,7,1925,1990,1,0,0,0
"316",316,60,1,7866,1,1,0,1,0,"Gilbert",0,0,0,7,5,2004,2005,0,0,0,0
"317",317,60,1,13099,1,1,0,1,2,"NWAmes",0,0,0,7,7,1980,1980,0,0,0,0
"318",318,60,4,9075,1,0,0,1,0,"Somerst",0,0,0,8,5,2006,2006,0,0,0,0
"319",319,60,1,9990,1,0,2,1,0,"NoRidge",0,0,0,7,5,1993,1993,0,0,0,1
"320",320,80,1,14115,1,0,0,1,0,"NWAmes",0,0,0,7,5,1980,1980,0,0,0,0
"321",321,60,1,16370,1,0,0,1,2,"NridgHt",0,0,0,9,5,2006,2006,0,0,0,0
"322",322,60,1,12198,1,1,0,1,0,"NridgHt",0,0,0,8,5,2004,2004,0,0,0,0
"323",323,60,1,10466,1,1,0,1,0,"SawyerW",0,0,0,7,5,1986,1987,0,0,0,0
"324",324,20,2,5869,1,0,0,1,0,"OldTown",0,0,0,3,8,1955,2005,0,0,0,0
"325",325,80,1,11371,1,0,0,1,2,"NAmes",2,0,0,7,7,1967,2007,0,0,0,0
"326",326,45,2,5050,1,0,0,1,0,"IDOTRR",3,0,0,5,6,1941,1950,0,0,0,0
"327",327,120,1,10878,1,1,0,1,3,"Veenker",0,0,3,8,5,1993,1993,0,0,0,0
"328",328,20,1,11680,1,0,0,1,0,"NAmes",0,0,0,6,5,1960,1960,0,0,0,0
"329",329,75,1,11888,1,1,1,1,0,"BrkSide",2,0,0,6,6,1916,1994,0,1,0,0
"330",330,70,2,6462,1,0,0,1,2,"IDOTRR",0,0,0,5,5,1920,1950,0,0,0,0
"331",331,90,1,10624,1,1,0,1,0,"NAmes",0,0,2,5,4,1964,1964,0,0,0,0
"332",332,20,1,8246,1,0,0,1,0,"NAmes",0,0,0,5,6,1958,1992,0,0,0,0
"333",333,20,1,10740,1,1,0,1,0,"NridgHt",0,0,0,8,5,2003,2004,0,0,0,0
"334",334,120,2,8257,1,0,0,1,1,"NridgHt",0,0,3,7,5,2004,2004,0,0,0,0
"335",335,60,1,9101,1,1,0,1,0,"Gilbert",0,0,0,6,5,1998,1998,0,0,0,0
"336",336,190,1,164660,0,1,3,1,2,"Timber",0,0,1,5,6,1965,1965,0,0,1,0
"337",337,20,1,14243,1,1,3,1,2,"StoneBr",0,0,0,9,5,2005,2006,0,0,0,0
"338",338,20,1,9205,1,0,0,1,0,"CollgCr",0,0,0,7,5,2002,2003,0,0,0,0
"339",339,20,1,14236,1,0,0,1,2,"NWAmes",0,0,0,7,7,1984,1998,0,0,0,0
"340",340,20,1,12466,1,1,0,1,0,"NAmes",1,0,0,6,7,1958,1998,0,0,0,0
"341",341,60,1,14276,1,0,0,1,0,"Timber",0,0,0,8,5,2002,2002,0,0,0,0
"342",342,20,3,8460,1,0,0,1,0,"SawyerW",1,0,0,4,4,1950,1950,0,0,0,0
"343",343,90,1,8544,1,0,0,1,0,"NAmes",0,0,2,3,4,1949,1950,0,0,0,0
"344",344,120,1,8912,1,1,0,1,0,"NridgHt",0,0,3,9,5,2005,2005,0,0,0,0
"345",345,160,2,2628,1,0,0,1,0,"MeadowV",0,0,3,5,3,1976,1976,0,0,0,0
"346",346,50,1,6500,1,0,0,1,0,"BrkSide",3,0,0,6,5,1939,1950,0,0,0,0
"347",347,20,1,12772,1,1,0,1,3,"NAmes",0,0,0,6,8,1960,1998,0,0,0,0
"348",348,20,1,17600,1,1,0,1,0,"NAmes",0,0,0,6,5,1960,1960,0,0,0,0
"349",349,160,1,2484,1,0,0,1,0,"NridgHt",0,0,4,7,5,2003,2004,0,0,0,0
"350",350,60,1,20487,1,2,0,1,0,"NridgHt",0,0,0,9,5,2005,2006,0,0,0,0
"351",351,120,1,7888,1,1,0,1,0,"NridgHt",0,0,3,9,5,2007,2007,0,0,0,0
"352",352,120,1,5271,1,1,2,1,0,"ClearCr",0,0,0,7,5,1986,1986,0,0,0,1
"353",353,50,1,9144,1,0,0,1,0,"Edwards",1,0,0,5,6,1941,1950,0,0,0,0
"354",354,30,2,8580,1,0,0,1,0,"OldTown",0,0,0,6,8,1928,2003,0,0,0,0
"355",355,50,1,8460,1,0,1,1,0,"SWISU",0,0,0,6,5,1940,2000,0,0,0,0
"356",356,20,1,11354,1,2,0,1,0,"CollgCr",0,0,0,6,5,1995,1995,0,0,0,0
"357",357,20,1,9248,1,1,0,1,0,"Gilbert",0,0,0,6,6,1992,1992,0,0,0,0
"358",358,120,2,4268,1,0,0,1,0,"MeadowV",0,0,3,5,5,1976,1976,0,0,0,0
"359",359,80,1,7022,1,1,0,1,0,"ClearCr",0,0,0,5,4,1958,1958,0,0,0,0
"360",360,60,1,12089,1,1,0,1,3,"NoRidge",0,0,0,8,5,1998,1998,0,0,0,0
"361",361,85,1,7540,1,1,0,1,3,"Mitchel",0,0,0,6,6,1978,1978,0,0,0,0
"362",362,50,1,9144,1,0,0,1,0,"BrkSide",0,0,0,5,5,1940,1982,0,1,0,0
"363",363,85,1,7365,1,0,0,1,2,"Edwards",0,0,0,7,5,2003,2003,0,0,0,0
"364",364,160,2,1701,1,0,0,1,0,"BrDale",0,0,4,6,8,1972,2007,0,0,0,0
"365",365,60,1,18800,1,1,0,1,1,"NWAmes",0,0,0,6,5,1976,1976,0,0,0,0
"366",366,70,2,10749,1,0,0,1,0,"IDOTRR",0,0,0,5,7,1920,1997,0,0,0,0
"367",367,20,1,9500,1,1,0,1,0,"NAmes",0,0,0,6,5,1963,1963,0,0,0,0
"368",368,80,1,9251,1,1,0,1,2,"NAmes",0,0,0,6,5,1962,1962,0,0,0,0
"369",369,20,1,7878,1,0,0,1,0,"NAmes",0,0,0,5,6,1954,1954,0,0,0,0
"370",370,20,1,9830,1,1,0,1,2,"NAmes",0,0,0,5,7,1959,2006,0,0,0,0
"371",371,60,1,8121,1,1,0,1,0,"Gilbert",0,0,0,6,5,2000,2000,0,0,0,0
"372",372,50,1,17200,1,0,0,1,0,"ClearCr",1,0,0,4,4,1959,1959,0,0,0,0
"373",373,120,1,7225,1,0,0,1,0,"SawyerW",0,0,3,6,5,1984,1984,0,0,0,0
"374",374,20,1,10713,1,0,0,1,0,"NAmes",0,0,0,5,6,1953,1953,0,0,0,0
"375",375,60,1,8265,1,0,0,1,0,"CollgCr",0,0,0,7,5,2003,2004,0,0,0,0
"376",376,30,1,10020,1,1,2,1,0,"Edwards",0,0,0,1,1,1922,1950,0,0,1,0
"377",377,85,1,8903,1,1,0,1,3,"CollgCr",0,0,0,5,5,1996,1996,0,0,0,0
"378",378,60,4,11245,1,1,0,1,2,"Somerst",0,0,0,8,5,2004,2005,0,0,0,0
"379",379,20,1,11482,1,0,0,1,2,"StoneBr",0,0,0,9,2,2010,2010,0,0,0,0
"380",380,60,1,8183,1,1,0,1,0,"Gilbert",3,0,0,6,5,2000,2000,0,0,0,0
"381",381,50,1,5050,1,0,0,1,0,"SWISU",0,0,0,5,6,1924,1950,0,1,0,0
"382",382,20,4,7260,1,0,0,1,0,"Somerst",0,0,0,7,5,2006,2006,0,1,0,0
"383",383,60,1,9324,1,1,0,1,0,"CollgCr",0,0,0,7,5,2006,2006,0,0,0,0
"384",384,45,3,9060,1,0,0,1,2,"SawyerW",0,0,0,6,3,1928,1950,0,0,0,0
"385",385,60,1,53107,1,2,2,1,2,"ClearCr",1,0,0,6,5,1992,1992,0,0,0,1
"386",386,120,1,3225,1,0,0,1,0,"Blmngtn",0,0,3,8,5,2004,2005,0,0,0,0
"387",387,50,1,8468,1,0,0,1,1,"Edwards",1,0,0,5,3,1910,1996,0,0,0,0
"388",388,80,1,7272,1,0,0,1,0,"Edwards",0,0,0,6,6,1976,1976,0,0,0,0
"389",389,20,1,9475,1,1,0,1,3,"CollgCr",0,0,0,7,5,1999,2000,0,0,0,0
"390",390,60,1,12570,1,0,0,1,0,"NridgHt",0,0,0,10,5,2007,2008,0,0,0,0
"391",391,50,1,8455,1,0,0,1,0,"Edwards",0,0,0,5,8,1900,1950,1,0,0,0
"392",392,60,1,12280,1,1,0,1,3,"Mitchel",0,0,0,6,5,2001,2002,0,0,0,0
"393",393,20,1,8339,1,1,0,1,0,"NAmes",0,0,0,5,7,1959,1959,0,0,0,0
"394",394,30,1,7446,1,0,0,1,2,"BrkSide",1,0,0,4,5,1941,1950,0,0,0,0
"395",395,50,1,10194,1,0,0,1,0,"OldTown",0,0,0,5,6,1940,1950,0,0,0,0
"396",396,20,1,9639,1,0,0,1,0,"Edwards",0,0,0,5,6,1956,1956,0,0,0,0
"397",397,20,1,7260,1,0,2,1,0,"CollgCr",0,0,0,5,5,1972,1972,0,0,0,0
"398",398,60,1,7659,1,0,0,1,0,"NAmes",2,0,0,5,5,1962,1962,0,0,0,0
"399",399,30,2,9027,1,0,0,1,2,"IDOTRR",0,0,0,5,2,1920,1950,0,0,0,0
"400",400,60,4,8190,1,0,0,1,0,"Somerst",0,0,0,7,5,2006,2007,0,0,0,0
"401",401,120,1,15001,1,2,0,1,0,"Veenker",0,0,3,8,5,1996,1996,0,0,0,0
"402",402,20,1,8832,1,1,0,1,0,"CollgCr",0,0,0,7,5,2005,2005,0,0,0,0
"403",403,30,1,10260,1,0,0,1,0,"Sawyer",0,0,0,5,8,1940,1997,0,0,0,0
"404",404,60,1,12183,1,0,0,1,2,"NoRidge",0,0,0,8,5,1998,1998,0,0,0,0
"405",405,60,1,10364,1,1,0,1,0,"Gilbert",0,0,0,6,5,1995,1996,0,0,0,0
"406",406,20,1,9991,1,1,0,1,2,"Sawyer",1,0,0,4,4,1976,1993,0,0,0,0
"407",407,50,1,10531,1,0,0,1,0,"SWISU",0,0,0,6,5,1936,1950,0,0,0,0
"408",408,70,1,15639,1,0,0,1,0,"Crawfor",0,0,0,6,7,1915,1976,0,0,0,0
"409",409,60,1,14263,1,0,0,1,2,"NridgHt",0,0,0,7,5,2006,2006,0,0,0,0
"410",410,60,4,10885,1,0,0,1,0,"Somerst",0,0,0,8,5,2007,2008,0,0,0,0
"411",411,20,1,9639,1,0,0,1,0,"Edwards",0,0,0,5,3,1958,1958,0,0,0,0
"412",412,190,1,34750,1,0,1,1,0,"Gilbert",0,0,1,5,5,1955,1955,0,0,0,0
"413",413,20,4,4403,1,2,0,1,0,"Somerst",0,0,0,7,5,2009,2009,0,0,0,0
"414",414,30,2,9016,1,0,0,1,0,"OldTown",1,0,0,5,6,1927,1950,1,0,0,0
"415",415,60,1,11287,1,2,0,1,3,"SawyerW",0,0,0,7,5,1993,1993,0,0,0,0
"416",416,20,1,8972,1,1,0,1,0,"Gilbert",0,0,0,7,5,2007,2007,0,0,0,0
"417",417,60,1,7918,1,0,0,1,0,"Sawyer",0,0,0,6,7,1978,1978,0,0,0,0
"418",418,70,1,22506,1,1,0,1,0,"Crawfor",1,0,0,6,6,1918,1950,0,0,0,0
"419",419,50,1,8220,1,0,0,1,0,"Edwards",0,0,0,5,6,1940,1950,0,0,0,0
"420",420,20,1,8515,1,0,0,1,0,"NAmes",0,0,0,5,6,1968,1968,0,0,0,0
"421",421,90,2,7138,1,0,0,1,0,"Mitchel",0,0,2,7,5,1997,1998,0,0,0,0
"422",422,20,1,16635,1,1,0,1,1,"NWAmes",0,0,0,6,7,1977,2000,0,0,0,0
"423",423,20,1,21850,1,0,3,1,0,"Mitchel",1,0,0,5,5,1954,1954,0,0,0,1
"424",424,60,1,9280,1,0,0,1,0,"NoRidge",0,0,0,8,5,1998,1998,0,0,0,0
"425",425,20,1,9072,1,0,0,1,0,"NAmes",0,0,0,6,5,1956,1956,0,0,0,0
"426",426,60,2,3438,1,0,3,1,0,"OldTown",0,0,0,7,8,1946,1992,1,0,0,0
"427",427,80,1,12800,1,0,2,1,0,"SawyerW",0,0,0,7,5,1989,1989,0,0,0,1
"428",428,20,1,8670,1,1,0,1,0,"NAmes",0,0,0,4,6,1957,1957,0,0,0,0
"429",429,20,1,6826,1,0,0,1,0,"CollgCr",0,0,0,7,5,2007,2007,0,0,0,0
"430",430,20,1,11587,1,1,0,1,2,"Timber",0,0,0,6,5,1988,1988,0,0,0,0
"431",431,160,2,1701,1,0,0,1,0,"BrDale",0,0,4,6,5,1971,1971,0,0,0,0
"432",432,50,2,5646,1,1,1,1,0,"OldTown",1,0,0,6,7,1920,1998,0,0,0,0
"433",433,160,2,1944,1,0,0,1,0,"BrDale",0,0,3,5,5,1971,1971,0,0,0,0
"434",434,60,1,10939,1,1,0,1,2,"Gilbert",0,0,0,6,5,1997,1998,0,0,0,0
"435",435,180,2,1911,1,0,0,1,0,"MeadowV",0,0,4,4,7,1972,1972,0,0,0,0
"436",436,60,1,10710,1,2,0,1,3,"CollgCr",2,0,0,7,6,1996,1996,0,0,0,0
"437",437,50,2,4440,1,0,0,1,0,"OldTown",0,0,0,6,8,1920,1950,0,0,0,0
"438",438,45,2,6050,1,0,0,1,0,"BrkSide",0,0,0,6,7,1926,2004,0,0,0,0
"439",439,30,1,4320,1,0,0,1,0,"Crawfor",0,0,0,5,6,1913,2002,0,0,0,0
"440",440,50,1,12421,1,0,0,1,2,"Edwards",0,0,0,6,8,1920,2000,1,0,0,0
"441",441,20,1,15536,1,0,0,1,0,"NridgHt",0,0,0,10,5,2008,2008,0,0,0,0
"442",442,90,1,12200,1,0,0,1,0,"Edwards",0,0,2,4,4,1955,1955,0,0,0,0
"443",443,50,2,6292,1,0,0,1,0,"BrkSide",0,0,0,5,7,1930,1992,0,0,0,0
"444",444,120,1,3975,1,0,0,1,0,"Blmngtn",0,0,3,7,5,2006,2007,0,0,0,0
"445",445,60,1,8820,1,0,0,1,0,"CollgCr",0,0,0,7,5,1994,1995,0,0,0,0
"446",446,20,1,9928,1,0,0,1,2,"Edwards",0,0,0,6,5,1956,1956,0,0,0,0
"447",447,20,1,16629,1,1,0,1,2,"NAmes",2,0,0,6,6,1966,2002,0,0,0,0
"448",448,60,1,11214,1,1,0,1,2,"Gilbert",0,0,0,7,5,1998,1999,0,0,0,0
"449",449,50,2,8650,1,0,1,1,0,"IDOTRR",0,0,0,6,6,1937,1950,0,0,0,0
"450",450,50,2,6050,1,0,0,1,0,"OldTown",0,0,0,3,7,1948,2002,0,0,0,0
"451",451,30,2,5754,1,0,0,1,0,"OldTown",0,0,0,6,8,1930,2005,0,0,0,0
"452",452,20,1,70823,1,1,2,1,0,"ClearCr",0,0,0,7,5,1975,1975,0,0,0,1
"453",453,60,1,9303,1,1,0,1,2,"Timber",0,0,0,6,5,1996,1997,0,0,0,0
"454",454,60,4,9075,1,0,0,1,0,"Somerst",0,0,0,8,5,2008,2008,0,0,0,0
"455",455,90,1,9360,1,0,0,1,0,"Mitchel",0,0,2,5,5,1976,1976,0,0,0,0
"456",456,20,1,9680,1,0,0,1,0,"NWAmes",0,0,0,7,6,1973,1973,0,0,0,0
"457",457,70,2,4605,1,0,0,1,0,"OldTown",0,0,0,5,5,1916,1950,1,0,0,0
"458",458,20,1,53227,1,1,2,1,3,"ClearCr",0,0,0,4,6,1954,1994,0,0,0,1
"459",459,70,2,5100,1,0,0,1,0,"OldTown",0,0,0,8,7,1925,1996,1,0,0,0
"460",460,50,1,7015,1,1,1,1,2,"BrkSide",0,0,0,5,4,1950,1950,0,0,0,0
"461",461,60,4,8079,1,1,0,1,0,"Somerst",3,0,0,8,5,2009,2009,0,0,0,0
"462",462,70,1,7260,1,0,0,1,0,"SWISU",1,0,0,7,9,1936,2007,0,0,0,0
"463",463,20,1,8341,1,1,0,1,0,"Sawyer",0,0,0,5,5,1965,1965,0,0,0,0
"464",464,70,1,12062,1,1,3,1,0,"Crawfor",0,0,0,6,7,1934,1995,0,0,0,1
"465",465,20,1,8490,1,0,3,1,0,"CollgCr",0,0,0,5,5,1978,1978,0,0,0,1
"466",466,120,2,3072,1,0,0,1,0,"Blmngtn",0,0,3,7,5,2004,2004,0,0,0,0
"467",467,20,1,10713,1,0,0,1,0,"NAmes",0,0,0,7,5,1970,1970,0,0,0,0
"468",468,70,1,9559,1,0,0,1,0,"NAmes",1,0,0,5,7,1942,1995,0,0,0,0
"469",469,20,1,11526,1,1,0,1,0,"NridgHt",0,0,0,8,5,2006,2006,0,0,0,0
"470",470,60,1,9367,1,1,0,1,2,"SawyerW",3,0,0,6,5,1993,1993,0,0,0,0
"471",471,120,1,6820,1,1,0,1,2,"StoneBr",0,0,3,8,5,1985,1985,0,0,0,0
"472",472,60,1,12044,1,0,0,1,0,"NWAmes",2,0,0,7,6,1977,1977,0,0,0,0
"473",473,180,2,3710,1,0,0,1,0,"Edwards",0,0,3,6,5,2005,2005,0,0,0,0
"474",474,20,1,15087,1,1,0,1,0,"NridgHt",0,0,0,8,5,2006,2007,0,0,0,0
"475",475,120,1,5371,1,0,0,1,0,"StoneBr",0,0,3,8,5,2000,2000,0,0,0,0
"476",476,20,1,8560,1,0,0,1,2,"Sawyer",0,0,0,5,6,1963,1963,0,0,0,0
"477",477,20,1,13200,1,0,0,1,0,"CollgCr",0,0,0,6,5,1997,1998,0,0,0,1
"478",478,60,1,13798,1,0,0,1,0,"NridgHt",0,0,0,9,5,2006,2006,0,0,0,0
"479",479,20,1,10716,1,0,0,1,0,"CollgCr",0,0,0,8,5,2007,2008,0,0,0,0
"480",480,30,2,5975,1,0,1,1,0,"OldTown",0,0,0,4,7,1937,2000,0,0,0,0
"481",481,20,1,16131,1,1,0,1,1,"NridgHt",0,0,0,9,5,2004,2005,0,0,0,0
"482",482,20,1,11918,1,1,3,1,0,"NridgHt",0,0,0,9,5,2003,2004,0,0,0,0
"483",483,70,2,2550,1,0,0,1,2,"OldTown",0,0,0,7,8,1915,2005,0,1,0,0
"484",484,120,2,4532,1,0,0,1,1,"Mitchel",0,0,4,6,5,1998,1998,0,0,0,0
"485",485,20,1,7758,1,1,0,1,2,"Sawyer",0,0,0,5,7,1962,2001,0,0,0,0
"486",486,20,1,9680,1,0,0,1,0,"NAmes",0,0,0,5,7,1950,2007,0,0,0,0
"487",487,20,1,10368,1,0,0,1,0,"NAmes",0,0,0,5,7,1965,1965,0,0,0,0
"488",488,20,1,12313,1,1,0,1,0,"NWAmes",0,0,0,5,6,1971,1971,0,0,0,0
"489",489,190,1,10860,1,0,0,1,2,"OldTown",0,0,1,5,4,1900,1970,0,0,0,0
"490",490,180,2,1547,1,0,0,1,0,"MeadowV",0,0,4,4,8,1970,2002,0,0,0,0
"491",491,160,2,2665,1,0,0,1,0,"MeadowV",0,0,3,5,6,1976,1976,0,0,0,0
"492",492,50,1,9569,1,0,0,1,0,"NAmes",1,0,0,6,7,1941,1950,0,0,0,0
"493",493,60,1,15683,1,1,0,1,2,"Gilbert",0,0,0,6,5,2006,2006,0,0,0,0
"494",494,20,1,8001,1,0,0,1,0,"NAmes",0,0,0,5,6,1960,1960,0,0,0,0
"495",495,30,2,5834,1,0,0,1,0,"OldTown",1,0,0,5,8,1938,1996,0,0,0,0
"496",496,30,0,7939,1,0,0,1,0,"IDOTRR",0,0,0,4,5,1920,1950,0,0,0,0
"497",497,20,1,12692,1,1,0,1,0,"NoRidge",0,0,0,8,5,1992,1993,0,0,0,0
"498",498,50,1,9180,1,0,0,1,0,"BrkSide",0,0,0,7,6,1925,1950,0,1,0,0
"499",499,20,1,7865,1,0,0,1,0,"Sawyer",0,0,0,5,7,1967,2004,0,0,0,0
"500",500,20,1,7605,1,1,0,1,0,"NAmes",0,0,0,5,7,1958,1985,0,0,0,0
"501",501,160,2,1911,1,0,0,1,0,"BrDale",0,0,4,6,5,1973,1973,0,0,0,0
"502",502,60,4,9878,1,0,0,1,0,"Somerst",0,0,0,7,5,2005,2005,0,0,0,0
"503",503,20,1,9240,1,0,0,1,2,"Edwards",1,0,0,5,7,1965,1965,0,0,0,0
"504",504,20,1,15702,1,1,0,1,0,"Crawfor",0,0,0,7,8,1959,1997,0,0,0,0
"505",505,160,1,2332,1,0,0,1,0,"NPkVill",0,0,3,6,5,1974,1974,0,0,0,0
"506",506,90,2,7656,1,0,0,1,0,"OldTown",1,0,2,5,5,1952,1952,1,0,0,0
"507",507,60,1,9634,1,1,0,1,0,"SawyerW",0,0,0,8,5,1993,1994,0,0,0,0
"508",508,20,4,7937,1,1,0,1,0,"Somerst",0,0,0,6,5,2009,2009,0,0,0,0
"509",509,70,2,9660,1,0,0,1,0,"OldTown",0,0,0,7,9,1928,2005,0,0,0,0
"510",510,20,1,9680,1,0,0,1,2,"NAmes",0,0,0,5,6,1959,1959,0,0,0,0
"511",511,20,1,14634,1,0,0,1,0,"NAmes",0,0,0,5,7,1951,2000,0,0,0,0
"512",512,120,1,6832,1,1,0,1,0,"NridgHt",0,0,3,7,5,2005,2006,0,0,0,0
"513",513,20,1,9170,1,0,0,1,2,"NAmes",1,0,0,5,5,1958,1958,0,0,0,0
"514",514,20,1,9258,1,0,1,1,2,"Mitchel",0,0,0,6,5,1983,1983,0,0,0,0
"515",515,45,1,10649,1,0,0,1,0,"Crawfor",0,0,0,5,5,1926,1950,0,0,0,0
"516",516,20,1,12314,1,0,0,1,0,"NridgHt",0,0,0,10,5,2009,2009,0,0,0,0
"517",517,80,1,10448,1,1,0,1,2,"NWAmes",0,0,0,6,6,1972,1972,0,0,0,0
"518",518,60,1,10287,1,1,0,1,0,"NoRidge",0,0,0,7,5,1996,1997,0,0,0,0
"519",519,60,1,9531,1,1,0,1,3,"CollgCr",0,0,0,6,5,1998,1998,0,0,0,0
"520",520,70,1,10971,1,0,0,1,0,"Crawfor",0,0,0,7,9,1926,2004,0,0,0,0
"521",521,190,1,10860,1,0,0,1,0,"OldTown",0,0,1,4,7,1900,2000,1,0,0,0
"522",522,20,1,12078,1,1,0,1,2,"NAmes",1,0,0,6,6,1957,1957,0,0,0,0
"523",523,50,2,5050,1,0,0,1,2,"BrkSide",1,0,0,6,7,1947,1950,0,0,0,0
"524",524,60,1,40224,1,1,1,1,0,"Edwards",2,2,0,10,5,2007,2008,0,0,0,0
