"","x1stflrsf","x2ndflrsf","grlivarea","totrmsabvgrd","centralair_y","masvnrarea","totalbsmtsf","mssubclass","lotarea","overallqual","neighborhood","yearbuilt","overallcond","garagecars","garagearea","openporchsf","paveddrive_fy","saletype_fcwd","garagefinish_fnone","fence_fnone","fireplaces","heatingqc_ex","saleprice"
"253",798,842,1640,6,1,0,798,60,8431,6,12,2004,5,2,520,45,1,0,0,1,0,1,173000
"254",1302,0,1302,7,1,108,1302,80,9435,6,11,1964,7,1,309,0,1,1,0,0,0,1,158000
"255",1314,0,1314,5,1,0,1314,20,8470,5,11,1957,6,1,294,0,1,0,0,1,0,0,145000
"256",1005,1286,2291,8,1,302,975,60,8804,7,17,1999,5,2,429,0,1,0,0,1,1,1,230000
"257",864,864,1728,7,1,0,864,60,8855,6,5,2003,5,2,673,56,1,0,0,1,0,1,207500
"258",1604,0,1604,8,1,180,1604,20,8882,7,0,2006,5,2,660,110,1,0,0,1,1,1,220000
"259",963,829,1792,7,1,172,963,60,12515,7,0,2001,5,2,564,96,1,0,0,1,1,1,231500
"260",882,0,882,4,1,0,0,20,12772,5,7,1956,5,1,308,45,1,0,0,1,0,0,97000
"261",1382,0,1382,6,1,399,1362,80,19416,6,11,1962,5,2,884,0,1,0,0,0,1,0,176000
"262",1482,1092,2574,10,1,270,1482,60,9657,8,0,2007,5,3,868,148,1,0,0,1,1,1,276000
"263",1212,0,1212,6,1,46,506,80,8559,6,9,1977,7,2,492,12,1,0,0,0,1,0,151000
"264",926,0,1316,6,1,0,926,50,5550,5,7,1929,7,2,484,0,1,0,0,1,0,0,130000
"265",764,0,764,4,0,0,680,30,5262,5,7,1925,5,2,504,0,0,0,0,1,0,0,73000
"266",1422,0,1422,7,1,210,1422,20,12168,6,6,1981,6,2,576,0,1,0,0,0,1,0,175500
"267",802,709,1511,8,1,0,802,60,11277,6,17,1997,5,2,413,75,1,0,0,1,1,0,185000
"268",1052,720,2192,8,1,0,720,75,8460,5,23,1939,8,1,240,24,1,0,0,1,1,1,179500
"269",778,0,778,4,1,0,740,30,6971,5,13,1940,6,1,924,25,1,0,0,1,1,1,120500
"270",1113,0,1113,6,1,174,1143,20,7917,6,15,1976,7,1,504,30,1,0,0,0,1,0,148000
"271",1095,844,1939,8,1,0,1095,60,10812,8,5,2006,5,3,1053,51,1,0,0,1,1,0,266000
"272",1363,0,1363,5,1,0,1385,20,39177,7,19,1954,7,2,439,0,1,0,0,1,2,1,241500
"273",1164,1106,2270,9,1,348,1152,60,11856,8,3,1999,7,3,671,57,1,0,0,1,1,1,290000
"274",1632,0,1632,6,1,183,1240,20,9680,6,11,1958,6,1,338,0,1,0,0,0,1,0,139000
"275",816,0,816,5,1,0,816,20,8390,5,4,1982,7,1,264,0,1,0,0,1,0,0,124500
"276",952,596,1548,5,0,0,952,50,7319,7,8,1925,7,2,672,0,1,0,0,1,0,0,205000
"277",1560,0,1560,7,1,0,1560,20,9325,7,4,2003,5,2,573,150,1,0,0,1,0,1,201000
"278",864,0,864,4,1,0,864,20,19278,4,17,1951,5,2,400,0,1,0,0,1,0,1,141000
"279",2121,0,2121,8,1,315,2121,20,14557,9,10,2006,5,3,732,98,1,0,0,1,1,1,415298
"280",1156,866,2022,8,1,299,1160,60,10088,7,19,1977,5,2,505,117,1,0,0,1,1,1,192000
"281",1175,807,1982,7,1,340,807,60,11369,7,12,1989,6,2,575,84,1,0,0,1,1,0,228500
"282",1262,0,1262,5,1,68,1262,20,7260,6,5,2006,5,2,572,120,1,0,0,1,0,0,185000
"283",1314,0,1314,6,1,166,1314,120,5097,7,10,2007,5,2,626,62,1,0,0,1,1,1,207500
"284",1468,0,1468,6,1,72,1468,20,9686,8,5,2008,5,3,898,150,1,0,0,1,1,1,244600
"285",1575,0,1575,5,1,0,1575,120,8062,6,12,1992,5,2,529,0,1,0,0,1,0,0,179200
"286",625,625,1250,5,1,0,625,160,4286,7,5,2006,5,2,528,54,1,0,0,1,0,1,164700
"287",1085,649,1734,7,1,0,912,50,9863,6,11,1962,7,2,440,0,1,0,0,0,1,0,159000
"288",858,0,858,5,1,0,858,20,8125,4,11,1971,4,0,0,0,1,0,1,1,0,0,88000
"289",900,0,900,5,1,31,882,20,9819,5,9,1967,5,1,280,0,1,0,0,0,0,0,122000
"290",698,698,1396,7,1,0,698,70,8790,6,8,1915,7,1,384,0,1,0,0,1,0,1,153575
"291",1079,840,1919,8,1,0,1079,60,15731,8,0,2006,5,2,685,51,1,0,0,1,1,1,233230
"292",936,780,1716,9,0,0,780,190,5742,5,23,1912,6,0,0,184,0,0,1,1,0,1,135900
"293",1148,568,1716,8,1,0,768,50,11469,5,15,1949,4,1,281,0,1,0,0,1,1,0,131000
"294",1468,795,2263,9,1,34,795,60,16659,7,6,1977,7,2,539,250,1,0,0,1,1,0,235000
"295",1644,0,1644,7,1,238,1416,20,9680,6,11,1953,5,2,418,0,1,0,0,1,2,0,167000
"296",1003,0,1003,6,1,0,1003,80,7974,6,4,1984,6,2,588,0,1,0,0,0,0,0,142500
"297",910,648,1558,6,1,0,910,50,13785,5,13,1950,5,1,282,0,1,0,0,0,0,0,152000
"298",975,975,1950,7,1,1600,975,60,7465,7,5,1997,5,2,576,10,1,0,0,1,1,1,239000
"299",1041,702,1743,7,1,365,702,60,11790,6,6,1968,6,2,539,0,1,0,0,1,1,0,175000
"300",1152,0,1152,6,1,0,1092,20,14080,6,2,1950,8,1,300,36,1,0,0,0,1,1,158500
"301",1336,0,1336,5,1,56,1165,190,15840,5,2,1953,5,1,375,0,1,0,0,1,2,0,157000
"302",1210,1242,2452,9,1,0,1028,60,16292,8,0,1998,5,2,683,50,1,0,0,1,1,1,267000
"303",1541,0,1541,6,1,150,1541,20,13822,7,0,2001,5,3,843,81,1,0,0,1,1,1,205000
"304",894,0,894,5,1,0,894,20,9870,5,0,1972,7,2,552,0,1,0,0,0,0,0,149900
"305",1675,1818,3493,10,1,0,1470,75,18473,7,7,1880,9,3,870,0,1,0,0,1,1,1,295000
"306",2000,0,2000,8,1,246,2000,20,10466,8,0,2004,5,3,888,0,1,0,0,1,0,1,305900
"307",1122,1121,2243,8,1,246,700,60,13590,7,12,1990,5,3,746,44,1,0,0,1,1,0,225000
"308",1035,371,1406,6,1,0,319,50,7920,6,13,1920,7,0,0,144,0,0,1,0,0,0,89500
"309",861,0,861,4,1,0,861,30,12342,4,15,1940,5,2,539,0,1,0,0,1,0,1,82500
"310",1944,0,1944,8,1,0,1896,20,12468,9,10,2003,5,3,708,175,1,0,0,1,3,1,360000
"311",697,804,1501,6,1,112,697,60,7685,6,17,1993,5,2,420,63,1,0,0,1,1,0,165600
"312",972,0,972,5,1,0,972,20,8050,6,11,1948,6,1,240,0,1,0,0,1,1,1,132000
"313",793,325,1118,5,1,0,793,190,7865,5,7,1939,7,2,410,0,1,0,0,0,1,0,119900
"314",2036,0,2036,8,1,0,2136,20,215395,7,16,1965,5,2,513,0,1,0,0,1,2,0,375000
"315",832,809,1641,6,1,0,728,70,9660,7,7,1925,7,2,546,0,1,0,0,1,1,1,178000
"316",716,716,1432,6,1,0,716,60,7866,7,17,2004,5,2,432,51,1,0,0,1,1,1,188500
"317",1153,1200,2353,10,1,278,845,60,13099,7,6,1980,7,2,484,195,1,0,0,0,1,0,260000
"318",1088,871,1959,8,1,0,1088,60,9075,8,5,2006,5,3,1025,46,1,0,0,1,1,1,270000
"319",1372,1274,2646,9,1,256,1347,60,9990,7,3,1993,5,3,656,60,1,0,0,1,1,1,260000
"320",1472,0,1472,6,1,225,1372,80,14115,7,6,1980,5,2,588,48,1,0,0,1,2,0,187500
"321",1249,1347,2596,9,1,370,1249,60,16370,9,10,2006,5,3,840,154,1,0,0,1,0,1,342643
"322",1136,1332,2468,10,1,388,1136,60,12198,8,10,2004,5,3,872,154,1,0,0,1,1,1,354000
"323",1553,1177,2730,8,1,172,1502,60,10466,7,12,1986,5,2,576,96,1,0,0,0,1,1,301000
"324",1163,0,1163,6,1,0,1162,20,5869,3,7,1955,8,1,220,98,1,0,0,1,0,1,126175
"325",1898,1080,2978,11,1,300,710,80,11371,7,11,1967,7,2,564,0,1,0,0,1,1,1,242000
"326",803,0,803,5,0,0,720,45,5050,5,13,1941,6,2,360,0,1,0,0,1,0,0,87000
"327",1719,0,1719,6,1,0,1719,120,10878,8,1,1993,5,2,473,30,1,0,0,1,2,1,324000
"328",1383,0,1383,7,1,175,1383,20,11680,6,11,1960,5,1,292,45,1,0,0,1,0,0,145250
"329",1445,689,2134,10,0,0,844,75,11888,6,8,1916,6,2,441,60,1,0,0,1,0,0,214500
"330",596,596,1192,6,0,0,596,70,6462,5,13,1920,5,1,189,0,0,0,0,0,0,0,78000
"331",1728,0,1728,10,1,84,1728,90,10624,5,11,1964,4,1,352,0,1,0,0,1,0,0,119000
"332",1056,0,1056,6,1,0,1056,20,8246,5,11,1958,6,1,308,0,1,0,0,1,0,0,139000
"333",1629,0,1629,7,1,296,3206,20,10740,8,10,2003,5,3,880,0,1,0,0,1,1,1,284000
"334",1358,0,1358,6,1,146,1358,120,8257,7,10,2004,5,2,484,30,1,0,0,1,1,1,207000
"335",943,695,1638,7,1,0,943,60,9101,6,17,1998,5,2,472,38,1,0,0,1,2,0,192000
"336",1619,167,1786,7,1,0,1499,190,164660,5,16,1965,6,2,529,0,1,0,0,1,2,1,228950
"337",1922,0,1922,8,1,200,1922,20,14243,9,18,2005,5,3,676,51,1,0,0,1,1,1,377426
"338",1536,0,1536,7,1,113,1536,20,9205,7,0,2002,5,2,532,74,1,0,0,1,0,1,214000
"339",1621,0,1621,8,1,0,1208,20,14236,7,6,1984,7,2,440,45,1,0,0,1,0,1,202500
"340",1215,0,1215,6,1,176,1215,20,12466,6,11,1958,7,1,297,0,1,0,0,1,0,0,155000
"341",993,915,1908,9,1,0,967,60,14276,8,16,2002,5,2,431,0,1,0,0,1,0,1,202900
"342",841,0,841,4,1,0,721,20,8460,4,12,1950,4,1,294,0,0,0,0,1,0,0,82000
"343",1040,0,1040,6,0,340,0,90,8544,3,11,1949,4,2,400,0,1,0,0,1,0,0,87500
"344",1684,0,1684,6,1,616,1684,120,8912,9,10,2005,5,2,564,72,1,0,0,1,1,1,266000
"345",536,576,1112,4,1,0,536,160,2628,5,14,1976,3,1,336,0,1,0,0,1,0,0,85000
"346",972,605,1577,6,1,0,972,50,6500,6,8,1939,5,1,312,0,1,0,0,1,1,0,140200
"347",958,0,958,5,1,0,958,20,12772,6,11,1960,8,1,301,0,1,0,0,1,0,0,151500
"348",1478,0,1478,6,1,30,1478,20,17600,6,11,1960,5,2,498,40,1,0,0,1,2,1,157500
"349",764,862,1626,6,1,106,764,160,2484,7,10,2003,5,2,474,27,1,0,0,1,0,1,154000
"350",1848,880,2728,10,1,870,1848,60,20487,9,10,2005,5,3,706,0,1,0,0,1,2,1,437154
"351",1869,0,1869,6,1,362,1869,120,7888,9,10,2007,5,2,617,54,1,0,0,1,1,1,318061
"352",1453,0,1453,6,1,0,1453,120,5271,7,19,1986,5,2,445,80,1,0,0,1,1,0,190000
"353",616,495,1111,5,0,0,616,50,9144,5,15,1941,6,1,200,0,1,0,0,1,0,0,95000
"354",720,0,720,5,1,0,624,30,8580,6,7,1928,8,2,484,0,1,0,0,1,0,0,105900
"355",1192,403,1595,6,1,0,940,50,8460,6,23,1940,5,1,240,0,1,0,0,1,2,1,140000
"356",1200,0,1200,6,1,0,1200,20,11354,6,0,1995,5,2,521,26,1,0,0,1,0,1,177500
"357",1167,0,1167,6,1,106,1158,20,9248,6,17,1992,6,2,400,26,1,0,0,1,0,0,173000
"358",1142,0,1142,6,1,0,1142,120,4268,5,14,1976,5,2,528,90,1,0,0,0,1,0,134000
"359",1352,0,1352,6,1,120,1062,80,7022,5,19,1958,4,1,288,0,1,0,0,1,0,1,130000
"360",1086,838,1924,7,1,530,1086,60,12089,8,3,1998,5,2,592,75,1,0,0,1,1,1,280000
"361",912,0,912,5,1,0,888,85,7540,6,4,1978,6,2,470,0,1,0,0,0,1,1,156000
"362",988,517,1505,8,1,0,883,50,9144,5,8,1940,5,1,240,0,0,0,0,1,0,0,145000
"363",495,1427,1922,7,1,500,0,85,7365,7,15,2003,5,2,672,0,1,0,0,1,1,1,198500
"364",483,504,987,5,1,510,483,160,1701,6,22,1972,8,1,264,0,1,0,0,1,0,0,118000
"365",790,784,1574,6,1,120,796,60,18800,6,6,1976,5,2,566,111,1,0,0,1,1,0,190000
"366",672,672,1344,6,1,0,672,70,10749,5,13,1920,7,1,468,128,1,0,0,1,0,0,147000
"367",1394,0,1394,6,1,247,1394,20,9500,6,11,1963,5,2,514,76,1,0,0,1,2,0,159000
"368",1431,0,1431,6,1,305,1099,80,9251,6,11,1962,5,1,296,110,1,0,0,1,1,0,165000
"369",1268,0,1268,7,1,200,1268,20,7878,5,11,1954,6,1,244,98,1,0,0,1,1,0,132000
"370",1287,0,1287,7,1,0,1063,20,9830,5,11,1959,7,2,576,17,1,0,0,1,1,1,162000
"371",953,711,1664,7,1,0,953,60,8121,6,17,2000,5,2,460,40,1,0,0,1,1,1,172400
"372",1120,468,1588,7,1,0,0,50,17200,4,19,1959,4,2,680,59,0,0,0,1,1,0,134432
"373",752,0,752,4,1,0,744,120,7225,6,12,1984,5,1,264,0,1,0,0,0,0,0,125000
"374",1319,0,1319,5,1,0,608,20,10713,5,11,1953,6,1,270,0,1,0,0,0,0,0,123000
"375",847,1081,1928,8,1,0,847,60,8265,7,0,2003,5,2,434,48,1,0,0,1,1,1,219500
"376",904,0,904,4,0,0,683,30,10020,1,15,1922,1,0,0,0,1,0,1,1,0,0,61000
"377",914,0,914,5,1,0,870,85,8903,5,0,1996,5,2,576,0,1,0,0,1,0,1,148000
"378",1580,886,2466,8,1,0,1580,60,11245,8,5,2004,5,2,610,214,1,0,0,1,1,1,340000
"379",1856,0,1856,8,1,350,1856,20,11482,9,18,2010,2,3,834,0,1,0,0,1,1,1,394432
"380",1007,793,1800,7,1,16,982,60,8183,6,17,2000,5,2,463,63,1,0,0,1,1,1,179000
"381",1026,665,1691,6,1,0,1026,50,5050,5,23,1924,6,1,308,0,1,0,0,1,1,0,127000
"382",1301,0,1301,5,1,0,1293,20,7260,7,5,2006,5,2,572,121,1,0,0,1,1,1,187750
"383",939,858,1797,8,1,0,939,60,9324,7,0,2006,5,2,639,53,1,0,0,1,0,1,213500
"384",784,0,784,5,0,0,784,45,9060,6,12,1928,3,2,360,0,0,0,0,1,0,0,76000
"385",1079,874,1953,9,1,0,1580,60,53107,6,19,1992,5,2,501,231,1,0,0,1,2,1,240000
"386",1269,0,1269,6,1,16,1256,120,3225,8,21,2004,5,2,430,20,1,0,0,1,1,1,192000
"387",658,526,1184,8,1,0,658,50,8468,5,15,1910,3,0,0,151,0,0,1,1,0,0,81000
"388",1125,0,1125,6,1,255,1041,80,7272,6,15,1976,6,1,352,0,1,0,0,0,1,1,125000
"389",1479,0,1479,6,1,125,1468,20,9475,7,0,1999,5,2,577,25,1,0,0,1,0,1,191000
"390",1742,590,2332,9,1,272,1682,60,12570,10,10,2007,5,3,846,134,1,0,0,1,1,1,426000
"391",961,406,1367,7,1,0,861,50,8455,5,15,1900,8,1,384,130,1,0,0,0,0,1,119000
"392",804,1157,1961,7,1,0,804,60,12280,6,4,2001,5,2,560,192,1,0,0,1,1,1,215000
"393",882,0,882,5,1,0,0,20,8339,5,11,1959,7,1,294,0,1,0,0,0,0,0,106500
"394",788,0,788,4,1,0,788,30,7446,4,8,1941,5,0,0,0,1,0,1,0,2,0,100000
"395",735,299,1034,5,1,0,735,50,10194,5,7,1940,6,1,240,39,1,0,0,1,0,0,109000
"396",1144,0,1144,6,1,0,1144,20,9639,5,15,1956,6,1,596,0,1,0,0,1,0,0,129000
"397",894,0,894,6,1,0,894,20,7260,5,0,1972,5,2,600,0,1,0,0,1,0,0,123000
"398",876,936,1812,8,1,288,864,60,7659,5,11,1962,5,1,264,168,1,0,0,1,1,0,169500
"399",1077,0,1077,6,1,0,961,30,9027,5,13,1920,2,1,338,0,0,0,0,1,0,0,67000
"400",1112,438,1550,7,1,100,1092,60,8190,7,5,2006,5,2,438,168,1,0,0,1,0,1,241000
"401",1288,0,1288,4,1,0,1260,120,15001,8,1,1996,5,2,500,30,1,0,0,1,2,1,245500
"402",1310,0,1310,6,1,0,1310,20,8832,7,0,2005,5,2,400,0,1,0,0,1,1,1,164990
"403",672,0,672,4,1,0,672,30,10260,5,9,1940,8,1,240,0,0,0,0,0,0,1,108000
"404",1165,1098,2263,10,1,650,1141,60,12183,8,3,1998,5,2,420,123,1,0,0,1,1,0,258000
"405",806,766,1572,7,1,0,806,60,10364,6,17,1995,5,2,373,40,1,0,0,1,1,0,168000
"406",1620,0,1620,8,1,0,1281,20,9991,4,9,1976,4,2,490,78,1,0,0,0,1,1,150000
"407",1166,0,1639,6,1,0,1064,50,10531,6,23,1936,5,1,240,0,1,0,0,1,0,1,115000
"408",840,840,1680,8,1,0,840,70,15639,6,2,1915,7,1,308,0,1,0,0,1,0,1,177000
"409",1071,1101,2172,9,1,350,1063,60,14263,7,10,2006,5,3,947,62,1,0,0,1,1,1,280000
"410",1050,1028,2078,8,1,100,1034,60,10885,8,5,2007,5,3,836,102,1,0,0,1,1,1,339750
"411",1276,0,1276,5,1,0,1276,20,9639,5,15,1958,3,1,350,0,1,0,0,1,0,0,60000
"412",1056,0,1056,5,0,0,1056,190,34750,5,17,1955,5,2,572,0,1,0,0,1,0,0,145000
"413",1478,0,1478,7,1,432,1470,20,4403,7,5,2009,5,2,484,144,1,0,0,1,1,1,222000
"414",1028,0,1028,5,1,0,1008,30,9016,5,7,1927,6,2,360,0,1,0,0,1,1,0,115000
"415",1080,1017,2097,9,1,0,1080,60,11287,7,12,1993,5,3,678,187,1,0,0,1,1,1,228000
"416",1340,0,1340,6,1,0,1340,20,8972,7,17,2007,5,2,396,30,1,0,0,1,0,1,181134
"417",672,728,1400,6,1,203,672,60,7918,6,9,1978,7,2,440,0,1,0,0,1,1,0,149500
"418",1370,1254,2624,10,0,0,1370,70,22506,6,2,1918,6,3,864,0,0,0,0,1,1,0,239000
"419",756,378,1134,7,0,0,756,50,8220,5,15,1940,6,1,240,0,0,0,0,1,0,0,126000
"420",1056,0,1056,6,1,0,1056,20,8515,5,11,1968,6,1,304,85,1,0,0,1,1,1,142000
"421",1344,0,1344,8,1,200,1344,90,7138,7,4,1997,5,4,784,0,1,0,0,1,0,1,206300
"422",1602,0,1602,8,1,126,1602,20,16635,6,6,1977,7,2,529,0,1,0,0,1,1,0,215000
"423",988,0,988,4,1,0,988,20,21850,5,4,1954,5,2,520,0,0,0,0,1,0,1,113000
"424",1470,1160,2630,8,1,473,1470,60,9280,8,3,1998,5,3,696,66,1,0,0,1,1,0,315000
"425",1196,0,1196,6,1,74,1196,20,9072,6,11,1956,5,1,297,44,1,0,0,1,1,0,139000
"426",707,682,1389,6,1,0,651,60,3438,7,7,1946,8,1,240,0,0,0,0,1,2,0,135000
"427",1644,0,1644,5,1,145,1518,80,12800,7,12,1989,5,2,569,0,1,0,0,1,1,0,275000
"428",907,0,907,5,1,0,907,20,8670,4,11,1957,6,1,352,0,1,0,0,1,0,1,109008
"429",1208,0,1208,6,1,108,1208,20,6826,7,0,2007,5,2,628,54,1,0,0,1,0,1,195400
"430",1412,0,1412,6,1,0,1392,20,11587,6,16,1988,5,2,576,0,1,0,0,1,1,0,175000
"431",483,504,987,4,1,232,483,160,1701,6,22,1971,5,1,264,0,1,0,0,1,0,0,85400
"432",1088,110,1198,7,1,0,901,50,5646,6,7,1920,7,0,0,98,0,0,1,0,0,0,79900
"433",765,600,1365,6,1,376,765,160,1944,5,22,1971,5,2,440,36,1,0,0,1,0,1,122500
"434",926,678,1604,7,1,0,926,60,10939,6,17,1997,5,2,470,36,1,0,0,1,1,1,181000
"435",630,0,630,3,1,0,630,180,1911,4,14,1972,7,0,0,0,1,0,1,1,0,0,81000
"436",827,834,1661,6,1,0,799,60,10710,7,0,1996,6,2,550,61,1,0,0,1,1,1,212000
"437",734,384,1118,6,1,0,648,50,4440,6,7,1920,8,2,440,0,1,0,0,1,0,0,116000
"438",904,0,904,4,1,0,884,45,6050,6,8,1926,7,1,180,0,1,0,0,1,0,0,119000
"439",694,0,694,4,0,0,440,30,4320,5,2,1913,6,1,352,0,0,0,0,0,1,0,90350
"440",684,512,1196,7,1,0,684,50,12421,6,15,1920,8,2,528,46,1,0,0,0,0,0,110000
"441",2402,0,2402,10,1,200,3094,20,15536,10,10,2008,5,3,672,72,1,0,0,1,2,1,555000
"442",1440,0,1440,8,0,270,1440,90,12200,4,15,1955,4,0,0,0,1,0,1,1,0,0,118000
"443",1128,445,1573,8,1,0,1078,50,6292,5,8,1930,7,2,360,0,0,0,0,1,1,0,162900
"444",1258,0,1258,6,1,72,1258,120,3975,7,21,2006,5,3,648,16,1,0,0,1,1,1,172500
"445",933,975,1908,8,1,0,915,60,8820,7,0,1994,5,2,493,133,1,0,0,1,1,1,210000
"446",1689,0,1689,7,1,0,1436,20,9928,6,15,1956,5,2,480,0,1,0,0,0,1,0,127500
"447",1888,0,1888,6,1,0,1517,20,16629,6,11,1966,6,2,578,0,1,0,0,1,1,1,190000
"448",956,930,1886,10,1,0,930,60,11214,7,17,1998,5,2,431,0,1,0,0,1,1,0,199900
"449",780,596,1376,7,1,0,780,50,8650,6,13,1937,6,1,198,0,0,0,0,1,1,0,119500
"450",679,504,1183,6,1,0,649,50,6050,3,7,1948,7,1,308,176,1,0,0,1,0,1,120000
"451",813,0,813,5,1,0,813,30,5754,6,7,1930,8,1,270,113,0,0,0,1,0,1,110000
"452",1533,0,1533,5,1,0,1533,20,70823,7,19,1975,5,2,576,54,1,0,0,1,2,0,280000
"453",888,868,1756,7,1,42,872,60,9303,6,16,1996,5,2,422,122,1,0,0,1,0,1,204000
"454",786,804,1590,6,1,0,768,60,9075,8,5,2008,5,2,676,30,1,0,0,1,0,1,210000
"455",1728,0,1728,8,1,0,1728,90,9360,5,4,1976,5,2,560,0,1,0,0,1,0,0,188000
"456",1242,0,1242,6,1,320,1242,20,9680,7,6,1973,6,2,528,0,1,0,0,1,1,0,175500
"457",624,720,1344,7,0,0,624,70,4605,5,7,1916,5,3,513,0,1,0,0,1,0,0,98000
"458",1663,0,1663,6,1,0,1364,20,53227,4,19,1954,6,2,529,137,1,0,0,1,2,1,256000
"459",833,833,1666,7,1,0,588,70,5100,8,7,1925,7,1,228,63,1,0,0,0,1,0,161000
"460",979,224,1203,5,1,161,709,50,7015,5,8,1950,4,1,352,0,1,0,0,1,1,0,110000
"461",832,1103,1935,8,1,110,832,60,8079,8,5,2009,5,2,552,150,1,0,0,1,0,1,263435
"462",575,560,1135,6,1,0,560,70,7260,7,23,1936,9,2,576,0,1,0,0,0,0,1,155000
"463",864,0,864,5,1,0,864,20,8341,5,9,1965,5,1,360,0,1,0,0,0,1,0,62383
"464",849,811,1660,6,1,0,715,70,12062,6,2,1934,7,1,240,0,1,0,0,1,1,0,188700
"465",1040,0,1040,5,1,136,1040,20,8490,5,0,1978,5,0,0,0,1,0,1,1,0,0,124000
"466",1414,0,1414,6,1,18,1375,120,3072,7,21,2004,5,2,398,20,1,0,0,1,1,1,178740
"467",1277,0,1277,5,1,0,1277,20,10713,7,11,1970,5,2,526,0,1,0,0,0,1,0,167000
"468",888,756,1644,7,1,224,728,70,9559,5,11,1942,7,1,312,0,1,0,0,1,2,1,146500
"469",1634,0,1634,7,1,248,1626,20,11526,8,10,2006,5,3,866,44,1,0,0,1,1,1,250000
"470",832,878,1710,7,1,120,832,60,9367,6,12,1993,5,2,506,70,1,0,0,1,0,1,187000
"471",1502,0,1502,4,1,0,1488,120,6820,8,18,1985,5,2,528,54,1,0,0,1,0,0,212000
"472",1161,808,1969,8,1,0,808,60,12044,7,6,1977,6,2,534,0,1,0,0,1,1,0,190000
"473",1072,0,1072,5,1,80,547,180,3710,6,15,2005,5,2,525,28,1,0,0,1,0,1,148000
"474",1976,0,1976,7,1,304,1976,20,15087,8,10,2006,5,3,908,63,1,0,0,1,1,1,440000
"475",1652,0,1652,6,1,0,1494,120,5371,8,18,2000,5,2,499,48,1,0,0,1,0,1,251000
"476",970,0,970,5,1,0,970,20,8560,5,9,1963,6,2,624,24,1,0,0,1,0,0,132500
"477",1493,0,1493,7,1,215,1478,20,13200,6,0,1997,5,2,508,39,1,0,0,1,1,1,208900
"478",2069,574,2643,9,1,772,2153,60,13798,9,10,2006,5,3,694,84,1,0,0,1,1,1,380000
"479",1718,0,1718,7,1,336,1705,20,10716,8,0,2007,5,3,826,44,1,0,0,1,1,1,297000
"480",1131,0,1131,7,1,435,907,30,5975,4,7,1937,7,2,672,72,1,0,0,0,0,0,89471
"481",1850,0,1850,8,1,378,1833,20,16131,9,10,2004,5,3,772,112,1,0,0,1,1,1,326000
"482",1792,0,1792,6,1,562,1792,20,11918,9,10,2003,5,3,874,49,1,0,0,1,1,1,374000
"483",916,910,1826,7,1,0,910,70,2550,7,7,1915,8,1,164,0,1,0,0,1,1,1,155000
"484",1216,0,1216,5,1,116,1216,120,4532,6,4,1998,5,2,402,125,1,0,0,1,0,1,164000
"485",999,0,999,6,1,0,999,20,7758,5,9,1962,7,1,264,132,1,0,0,1,0,0,132500
"486",1113,0,1113,5,1,0,1113,20,9680,5,11,1950,7,1,264,80,1,0,0,1,1,0,147000
"487",1073,0,1073,6,1,168,1073,20,10368,5,11,1965,7,2,515,0,1,0,0,1,0,0,156000
"488",1484,0,1484,7,1,0,1484,20,12313,5,6,1971,6,2,487,0,1,0,0,1,1,0,175000
"489",1766,648,2414,10,0,0,954,190,10860,5,7,1900,4,2,520,0,0,0,0,1,1,0,160000
"490",630,0,630,3,1,0,630,180,1547,4,14,1970,8,1,286,0,1,0,0,1,0,0,86000
"491",616,688,1304,4,1,0,264,160,2665,5,14,1976,6,1,336,24,1,0,0,1,1,0,115000
"492",958,620,1578,5,1,0,806,50,9569,6,11,1941,7,1,240,0,1,0,0,0,2,0,133000
"493",728,728,1456,8,1,0,728,60,15683,6,17,2006,5,2,429,0,1,0,0,1,0,0,172785
"494",1269,0,1269,6,1,0,1269,20,8001,5,11,1960,6,1,308,0,1,0,0,1,1,0,155000
"495",886,0,886,4,1,0,190,30,5834,5,7,1938,8,1,273,20,1,0,0,1,0,0,91300
"496",720,0,720,4,0,0,720,30,7939,4,13,1920,5,0,0,523,0,0,1,0,0,0,34900
"497",3228,0,3228,10,1,0,3200,20,12692,8,3,1992,5,2,546,75,1,0,0,1,1,1,430000
"498",1133,687,1820,8,1,0,1026,50,9180,7,8,1925,6,1,240,100,0,0,0,0,0,1,184000
"499",899,0,899,5,1,89,864,20,7865,5,9,1967,7,1,288,0,1,0,0,0,0,1,130000
"500",912,0,912,5,1,0,912,20,7605,5,11,1958,7,1,297,285,1,0,0,0,0,0,120000
"501",672,546,1218,7,1,285,672,160,1911,6,22,1973,5,1,264,28,1,0,0,1,0,0,113000
"502",866,902,1768,7,1,0,866,60,9878,7,5,2005,5,2,603,108,1,0,0,1,0,0,226700
"503",1214,0,1214,6,1,0,1214,20,9240,5,15,1965,7,2,461,0,1,0,0,0,0,1,140000
"504",1801,0,1801,6,1,0,1501,20,15702,7,2,1959,8,2,484,54,1,0,0,0,2,0,289000
"505",855,467,1322,6,1,0,855,160,2332,6,20,1974,5,2,440,0,1,0,0,1,1,0,147000
"506",960,1000,1960,10,1,360,960,90,7656,5,7,1952,5,2,400,0,0,0,0,1,0,0,124500
"507",1065,846,1911,8,1,125,777,60,9634,8,12,1993,5,2,471,81,1,0,0,1,1,1,215000
"508",1218,0,1218,4,1,0,1218,20,7937,6,5,2009,5,2,676,102,1,0,0,1,0,1,208300
