"","id","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd.x","alley_grvl","alley_pave","landslope_sev","landslope_mod","yearremodadd.y","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating.x","heating.y","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","totrmsabvgrd","fireplaces","garageyrblt","heatingqc_gd","heatingqc_ta","heatingqc_fa","heatingqc_po","centralair_n","electrical_fusef","electrical_fusea","electrical_fusep","electrical_mix","electrical_na","garagetype_detchd","garagetype_builtin","garagetype_carport","garagetype_na","garagetype_basment","garagetype_2types","kitchenqual_ta","kitchenqual_ex","kitchenqual_fa","functional_min1","functional_maj1","functional_min2","functional_mod","functional_maj2","functional_sev","fireplacequ_ta","fireplacequ_gd","fireplacequ_fa","fireplacequ_ex","fireplacequ_po","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","dtsold","paveddrive.fp","paveddrive.fy","saletype.fcon","saletype.fconld","saletype.fconli","saletype.fconlw","saletype.fcwd","saletype.fnew","saletype.foth","saletype.fwd","garagefinish.fnone","garagefinish.frfn","garagefinish.funf","garagecond.ffa","garagecond.fgd","garagecond.fnone","garagecond.fpo","garagecond.fta","garagequal.ffa","garagequal.fgd","garagequal.fnone","garagequal.fpo","garagequal.fta","poolqc.ffa","poolqc.fgd","poolqc.fnone","fence.fgdwo","fence.fmnprv","fence.fmnww","fence.fnone","miscfeature.fnone","miscfeature.fothr","miscfeature.fshed","miscfeature.ftenc"
"161",161,20,0,11120,1,1,0,1,3,"Veenker",0,0,0,6,6,1984,1984,0,0,0,0,1984,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","BLQ",660,"Unf",0,572,1232,"GasA","GasA",1232,0,0,1232,0,0,2,0,3,1,6,0,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,516,0,0,0,0,0,0,0,2008-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"162",162,60,0,13798,1,1,0,1,0,"NridgHt",0,0,0,9,5,2003,2004,0,0,0,0,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",664,"Gd","TA","PConc","Ex","TA","Av","GLQ",1016,"Unf",0,556,1572,"GasA","GasA",1572,1096,0,2668,1,0,2,1,3,1,10,2,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,726,400,0,0,0,0,0,0,2008-03-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"163",163,20,0,12277,1,0,0,1,2,"NridgHt",0,0,0,7,5,2005,2005,0,0,0,0,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,"Gd","TA","PConc","Gd","TA","Mn","BLQ",1201,"Unf",0,340,1541,"GasA","GasA",1541,0,0,1541,0,0,2,0,3,1,7,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,532,0,70,0,0,0,0,0,2010-05-01,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"164",164,45,0,5555,1,0,0,1,0,"OldTown",0,0,0,4,6,1956,1956,0,0,0,0,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,882,882,"GasA","GasA",882,0,0,882,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-04-01,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"165",165,40,1,5440,1,0,0,1,2,"OldTown",0,0,0,6,7,1926,2004,0,1,0,0,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","Mn","LwQ",370,"Unf",0,779,1149,"GasA","GasA",1149,467,0,1616,0,0,2,0,3,1,5,0,1926,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,0,0,183,0,0,0,0,2007-10-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"166",166,190,0,10168,1,0,0,1,0,"Edwards",0,0,1,5,7,1940,1999,0,0,0,0,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","ALQ",351,"Rec",181,112,644,"GasA","GasA",808,547,0,1355,1,0,2,0,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,2008-09-01,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"167",167,20,0,10708,1,1,0,1,0,"ClearCr",0,0,0,5,5,1955,1993,0,0,0,0,1993,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","No","LwQ",379,"BLQ",768,470,1617,"GasA","GasA",1867,0,0,1867,1,0,1,0,2,1,7,3,1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,303,476,0,0,0,142,0,0,2009-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"168",168,60,0,10648,1,0,0,1,0,"NridgHt",0,0,0,8,5,2007,2007,0,0,0,0,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","Ex","TA","No","GLQ",1288,"Unf",0,294,1582,"GasA","GasA",1610,551,0,2161,1,0,1,1,3,1,8,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,789,178,120,0,0,0,0,0,2007-11-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"169",169,60,0,8306,1,1,0,1,0,"Gilbert",0,0,0,7,5,2004,2004,0,0,0,0,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","GasA",840,880,0,1720,0,0,2,1,3,1,7,1,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,440,100,48,0,0,0,0,0,2007-05-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"170",170,20,0,16669,1,1,0,1,2,"Timber",0,0,0,8,6,1981,1981,0,0,0,0,1981,"Hip","WdShake","Plywood","Plywood","BrkFace",653,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1686,1686,"GasA","GasA",1707,0,0,1707,0,0,2,1,2,1,6,1,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,511,574,64,0,0,0,0,0,2006-01-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"171",171,50,1,12358,1,1,0,1,0,"OldTown",1,0,0,5,6,1941,1950,0,0,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",360,"Unf",0,360,720,"GasA","GasA",854,0,528,1382,0,0,1,1,2,1,7,0,1991,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,660,237,0,0,0,0,0,0,2007-05-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"172",172,20,0,31911,1,1,0,1,2,"NAmes",0,0,0,6,5,1960,1960,0,0,0,0,1960,"Hip","CompShg","BrkFace","Plywood","Stone",112,"TA","TA","CBlock","TA","Gd","Gd","BLQ",639,"Unf",0,441,1080,"GasA","GasA",1656,0,0,1656,1,0,1,0,3,1,7,2,1960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,528,210,62,0,0,0,0,0,2010-05-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"173",173,160,0,5350,1,1,0,1,0,"StoneBr",0,0,3,7,7,1987,1987,0,0,0,0,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","Gd","PConc","Gd","Gd","No","GLQ",495,"Rec",215,354,1064,"GasA","GasA",1064,703,0,1767,1,0,2,0,2,1,5,1,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,504,441,35,0,0,0,0,0,2006-06-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"174",174,20,0,10277,1,1,0,1,0,"NAmes",0,0,0,6,5,1961,1961,0,0,0,0,1961,"Gable","CompShg","WdShing","Wd Shng","BrkCmn",491,"TA","TA","CBlock","TA","TA","No","ALQ",288,"Rec",374,700,1362,"GasA","GasA",1362,0,0,1362,1,0,1,1,3,1,6,1,1961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,504,0,20,0,0,0,0,0,2008-06-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"175",175,20,0,12463,1,1,0,1,0,"Timber",0,0,0,6,5,1986,1986,0,0,0,0,1986,"Gable","CompShg","VinylSd","Plywood","Stone",132,"TA","TA","CBlock","Gd","Fa","No","ALQ",1398,"LwQ",208,0,1606,"GasA","GasA",1651,0,0,1651,1,0,2,0,3,1,7,1,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,616,192,0,0,0,0,0,0,2008-11-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"176",176,20,0,12699,1,0,0,1,2,"Edwards",0,0,0,6,7,1950,2001,0,0,0,0,2001,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","Gd","Av","ALQ",477,"Unf",0,725,1202,"GasA","GasA",2158,0,0,2158,1,0,2,0,4,1,7,1,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,576,0,29,39,0,0,0,0,2007-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"177",177,60,0,10126,1,1,0,1,2,"ClearCr",0,0,0,6,5,1988,1989,0,0,0,0,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",268,"Gd","TA","PConc","Gd","TA","No","GLQ",831,"Unf",0,320,1151,"GasA","GasA",1164,896,0,2060,0,1,2,1,4,1,8,1,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,521,0,228,0,0,192,0,0,2007-09-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"178",178,50,0,13650,1,0,0,1,0,"Sawyer",0,0,0,5,5,1958,1958,0,0,0,0,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","CBlock","TA","TA","No","ALQ",57,"BLQ",441,554,1052,"GasA","GasA",1252,668,0,1920,1,0,2,0,4,1,8,1,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,451,0,0,0,0,0,0,0,2006-07-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"179",179,20,0,17486,1,1,0,1,3,"StoneBr",0,0,0,9,5,2008,2009,0,0,0,0,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",748,"Ex","TA","PConc","Ex","TA","No","GLQ",1904,"Unf",0,312,2216,"GasA","GasA",2234,0,0,2234,1,0,2,0,1,1,9,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1166,0,60,0,0,0,0,0,2009-07-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"180",180,30,1,8580,1,0,0,1,0,"OldTown",0,0,0,5,6,1923,2006,0,0,0,0,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,968,968,"GasA","GasA",968,0,0,968,0,0,1,0,2,1,5,0,1935,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,480,0,0,184,0,0,0,0,2007-07-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"181",181,160,3,2117,1,0,0,1,0,"Somerst",0,0,4,6,5,2000,2000,0,0,0,0,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",436,"Unf",0,320,756,"GasA","GasA",769,756,0,1525,0,0,2,1,3,1,5,1,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,440,0,0,0,0,0,0,0,2007-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"182",182,70,0,7642,1,0,0,1,0,"Crawfor",0,0,0,7,6,1920,1950,0,0,0,0,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","LwQ",352,"Unf",0,441,793,"GasA","GasA",901,901,0,1802,0,0,1,1,4,1,9,1,1920,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,216,0,0,40,0,0,0,0,2006-07-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"183",183,20,0,9120,1,0,0,1,0,"Edwards",1,0,0,5,6,1957,2006,0,0,0,0,2006,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",98,"TA","TA","PConc","None","None","None","None",0,"None",0,0,0,"GasA","GasA",1340,0,0,1340,0,0,1,0,3,1,7,1,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,252,116,0,0,180,0,0,0,2007-06-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"184",184,50,1,11489,1,0,0,1,0,"OldTown",0,0,0,7,5,2003,2003,0,0,0,0,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1362,1362,"GasA","GasA",1362,720,0,2082,0,0,2,1,3,1,6,0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,484,280,238,0,0,0,0,0,2008-06-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"185",185,50,0,7530,1,1,0,1,0,"BrkSide",3,1,0,5,8,1908,1991,0,0,0,0,1991,"Gable","CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,504,504,"GasA","GasA",936,316,0,1252,0,0,1,0,3,1,5,0,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,576,104,0,0,0,0,0,0,2006-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"186",186,75,1,23040,1,2,0,1,0,"OldTown",1,0,0,10,9,1892,1993,0,0,0,0,1993,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1107,1107,"GasA","GasA",1518,1518,572,3608,0,0,2,1,4,1,12,2,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,840,0,260,0,0,410,0,0,2006-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"187",187,80,0,9947,1,1,0,1,3,"Mitchel",0,0,0,7,5,1990,1991,0,0,0,0,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",611,"Unf",0,577,1188,"GasA","GasA",1217,0,0,1217,1,0,2,0,3,1,6,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,497,168,27,0,0,0,0,0,2009-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"188",188,50,0,10470,1,0,0,1,0,"OldTown",0,0,0,5,7,1916,1987,0,0,0,0,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,660,660,"GasA","GasA",808,704,144,1656,0,0,2,1,3,1,8,0,1916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,180,0,0,0,140,0,0,0,2009-08-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"189",189,90,0,7082,1,0,1,1,0,"SawyerW",1,0,2,5,5,1979,1979,0,0,0,0,1979,"Gable","CompShg","Plywood","Plywood","Stone",275,"TA","TA","CBlock","Gd","TA","Av","GLQ",1086,"None",0,0,1086,"GasA","GasA",1224,0,0,1224,2,0,0,2,2,2,6,2,1979,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,528,120,0,0,0,0,0,0,2009-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"190",190,120,0,4964,1,0,0,1,0,"StoneBr",0,0,3,8,5,2001,2002,0,0,0,0,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",1153,"Unf",0,440,1593,"GasA","GasA",1593,0,0,1593,1,0,1,1,0,1,5,1,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,682,0,120,0,0,224,0,0,2008-08-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"191",191,70,0,10640,1,0,1,1,0,"Crawfor",0,0,0,8,8,1932,1994,0,0,0,1,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","Gd","No","Rec",297,"Unf",0,556,853,"GasA","GasA",1549,1178,0,2727,0,0,2,1,3,1,10,2,1932,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,440,0,74,0,0,0,0,0,2007-12-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"192",192,60,0,7472,1,1,0,1,3,"NAmes",0,0,0,7,9,1972,2004,0,0,0,0,2004,"Gable","CompShg","HdBoard","HdBoard","BrkFace",138,"TA","TA","CBlock","TA","TA","No","ALQ",626,"Unf",0,99,725,"GasA","GasA",725,754,0,1479,1,0,1,1,4,1,7,0,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,484,0,32,0,0,0,0,0,2007-06-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"193",193,20,0,9085,1,1,0,1,0,"CollgCr",0,0,0,7,5,1999,1999,0,0,0,0,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",560,"Unf",0,871,1431,"GasA","GasA",1431,0,0,1431,1,0,2,0,3,1,6,0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,666,0,35,0,0,0,0,0,2009-09-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"194",194,160,1,2546,1,0,0,1,0,"Edwards",0,0,4,7,5,2004,2004,0,0,0,0,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,970,970,"GasA","GasA",970,739,0,1709,0,0,2,0,3,1,7,0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,380,0,40,0,0,0,0,0,2006-05-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"195",195,20,0,7240,1,1,0,1,0,"CollgCr",0,0,0,5,7,1972,1972,0,0,0,0,1972,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",390,"Unf",0,474,864,"GasA","GasA",864,0,0,864,0,0,1,0,3,1,5,0,1989,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,352,0,0,0,0,0,0,0,2008-05-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"196",196,160,0,2304,1,0,0,1,1,"NPkVill",0,0,4,6,6,1976,1976,0,0,0,0,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",566,"Unf",0,289,855,"GasA","GasA",855,601,0,1456,0,0,2,1,3,1,7,1,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,440,87,0,0,0,0,0,0,2009-07-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"197",197,20,0,9495,1,0,0,1,0,"Somerst",0,0,0,7,5,2007,2007,0,0,0,0,2007,"Hip","CompShg","CemntBd","CmentBd","Stone",205,"Ex","TA","PConc","Ex","TA","No","GLQ",1126,"Unf",0,600,1726,"GasA","GasA",1726,0,0,1726,1,0,2,0,3,1,8,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,786,171,138,0,0,266,0,0,2007-09-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"198",198,75,0,25593,1,0,0,1,2,"NAmes",1,0,0,8,4,1918,1990,0,0,0,0,1990,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","Gd","PConc","TA","TA","No","GLQ",1036,"LwQ",184,140,1360,"GasA","GasA",1360,1360,392,3112,1,1,2,0,4,1,8,1,1918,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,795,0,16,552,0,0,512,0,2006-03-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"199",199,75,1,5612,1,0,0,1,2,"OldTown",0,0,0,6,6,1912,1950,0,0,0,0,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,755,755,"GasA","GasA",929,929,371,2229,0,0,1,0,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,30,0,0,0,0,2009-07-01,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"200",200,20,0,9667,1,0,0,1,0,"NridgHt",0,0,0,8,5,2004,2005,0,0,0,0,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",262,"Gd","TA","PConc","Ex","TA","Av","GLQ",1088,"Unf",0,625,1713,"GasA","GasA",1713,0,0,1713,1,0,2,0,3,1,7,1,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,856,0,26,0,0,170,0,0,2009-01-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"201",201,20,1,8626,1,0,0,1,2,"Edwards",0,0,0,4,5,2003,2004,0,0,0,0,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1121,1121,"GasA","GasA",1121,0,0,1121,0,0,2,0,2,1,5,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,440,132,64,0,0,0,0,0,2010-03-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
