"id","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","dtsold","paveddrive_fp","paveddrive_fy","saletype_fcon","saletype_fconld","saletype_fconli","saletype_fconlw","saletype_fcwd","saletype_fnew","saletype_foth","saletype_fwd","garagefinish_fnone","garagefinish_frfn","garagefinish_funf","garagecond_ffa","garagecond_fgd","garagecond_fnone","garagecond_fpo","garagecond_fta","garagequal_ffa","garagequal_fgd","garagequal_fnone","garagequal_fpo","garagequal_fta","poolqc_ffa","poolqc_fgd","poolqc_fnone","fence_fgdwo","fence_fmnprv","fence_fmnww","fence_fnone","miscfeature_fnone","miscfeature_fothr","miscfeature_fshed","miscfeature_ftenc","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","totrmsabvgrd","fireplaces","garageyrblt","heatingqc_ex","heatingqc_fa","heatingqc_gd","heatingqc_po","centralair_y","electrical_fusef","electrical_fusep","electrical_mix","electrical_sbrkr","garagetype_2types","garagetype_attchd","garagetype_basment","garagetype_builtin","garagetype_carport","garagetype_detchd","kitchenqual_ex","kitchenqual_fa","kitchenqual_gd","functional_maj1","functional_maj2","functional_min1","functional_min2","functional_mod","functional_sev","fireplacequ_ex","fireplacequ_fa","fireplacequ_gd","fireplacequ_po","fireplacequ_ta","yearremodadd","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd1","alley_grvl","alley_pave","landslope_sev","landslope_mod","saleprice"
"408",408,1,308,0,0,160,0,0,0,0,"2008-03-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,840,840,0,1680,0,0,2,0,4,1,8,0,1960,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA",70,1,15639,1,0,0,1,0,"Crawfor",0,0,0,6,7,1915,1976,0,0,0,0,177000
"409",409,3,947,192,62,0,0,0,0,0,"2007-08-01",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",350,"Gd","TA","PConc","Ex","Gd","No","Unf",0,"Unf",0,1063,1063,"GasA",60,1,14263,1,0,0,1,2,"NridgHt",0,0,0,7,5,2006,2006,0,0,0,0,280000
"410",410,3,836,0,102,0,0,0,0,0,"2008-04-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1050,1028,0,2078,1,0,2,1,3,1,8,1,2008,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",100,"Gd","TA","PConc","Ex","TA","No","GLQ",789,"Unf",0,245,1034,"GasA",60,4,10885,1,0,0,1,0,"Somerst",0,0,0,8,5,2007,2008,0,0,0,0,339750
"411",411,1,350,0,0,0,0,0,0,0,"2009-06-01",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1276,0,0,1276,0,0,1,0,3,1,5,0,1958,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1958,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"TA","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,1276,1276,"GasA",20,1,9639,1,0,0,1,0,"Edwards",0,0,0,5,3,1958,1958,0,0,0,0,60000
"412",412,2,572,264,0,0,0,0,0,0,"2006-01-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1056,0,0,1056,1,0,1,0,3,1,5,0,1955,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",1056,"None",0,0,1056,"GasA",190,1,34750,1,0,1,1,0,"Gilbert",0,0,1,5,5,1955,1955,0,0,0,0,145000
"413",413,2,484,0,144,0,0,0,0,0,"2010-06-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1478,0,0,1478,1,0,2,1,2,1,7,1,2009,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2009,"Gable","CompShg","MetalSd","MetalSd","Stone",432,"Ex","TA","PConc","Ex","TA","Av","GLQ",578,"Unf",0,892,1470,"GasA",20,4,4403,1,2,0,1,0,"Somerst",0,0,0,7,5,2009,2009,0,0,0,0,222000
"414",414,2,360,0,0,130,0,0,0,0,"2010-03-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1028,0,0,1028,0,0,1,0,2,1,5,1,1927,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1008,1008,"GasA",30,2,9016,1,0,0,1,0,"OldTown",1,0,0,5,6,1927,1950,1,0,0,0,115000
"415",415,3,678,196,187,0,0,0,0,0,"2008-12-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1080,1017,0,2097,0,1,2,1,3,1,9,1,1993,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ",50,"GLQ",531,499,1080,"GasA",60,1,11287,1,2,0,1,3,"SawyerW",0,0,0,7,5,1993,1993,0,0,0,0,228000
"416",416,2,396,100,30,0,0,0,0,0,"2007-08-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1340,0,0,1340,0,0,2,0,3,1,6,0,2007,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1316,1340,"GasA",20,1,8972,1,1,0,1,0,"Gilbert",0,0,0,7,5,2007,2007,0,0,0,0,181134
"417",417,2,440,0,0,0,0,0,0,0,"2006-03-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,672,728,0,1400,0,0,1,1,3,1,6,1,1978,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","TA","TA","No","ALQ",209,"Unf",0,463,672,"GasA",60,1,7918,1,0,0,1,0,"Sawyer",0,0,0,6,7,1978,1978,0,0,0,0,149500
"418",418,3,864,0,0,0,0,0,0,0,"2007-11-01",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,"Hip","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","BrkTil","Gd","TA","No","BLQ",1128,"Unf",0,242,1370,"GasW",70,1,22506,1,1,0,1,0,"Crawfor",1,0,0,6,6,1918,1950,0,0,0,0,239000
"419",419,1,240,0,0,0,0,0,0,0,"2007-04-01",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,756,378,0,1134,1,0,1,1,3,1,7,0,1940,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",312,"Unf",0,444,756,"GasA",50,1,8220,1,0,0,1,0,"Edwards",0,0,0,5,6,1940,1950,0,0,0,0,126000
"420",420,1,304,0,85,184,0,0,0,0,"2010-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1056,0,0,1056,1,0,1,0,3,1,6,1,1968,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",775,"Unf",0,281,1056,"GasA",20,1,8515,1,0,0,1,0,"NAmes",0,0,0,5,6,1968,1968,0,0,0,0,142000
"421",421,4,784,0,0,0,0,0,0,0,"2008-11-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ",1309,"Unf",0,35,1344,"GasA",90,2,7138,1,0,0,1,0,"Mitchel",0,0,2,7,5,1997,1998,0,0,0,0,206300
"422",422,2,529,240,0,0,0,0,0,0,"2009-06-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1602,0,0,1602,0,1,2,0,3,1,8,1,1977,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","Gd","TA","No","ALQ",1246,"Unf",0,356,1602,"GasA",20,1,16635,1,1,0,1,1,"NWAmes",0,0,0,6,7,1977,2000,0,0,0,0,215000
"423",423,2,520,0,0,0,0,0,0,0,"2008-02-01",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,988,0,0,988,0,0,1,0,2,1,4,0,1954,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,988,988,"GasA",20,1,21850,1,0,3,1,0,"Mitchel",1,0,0,5,5,1954,1954,0,0,0,1,113000
"424",424,3,696,0,66,0,0,0,0,0,"2008-06-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1470,1160,0,2630,1,0,2,1,4,1,8,1,1998,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",473,"Gd","TA","PConc","Gd","TA","No","GLQ",986,"Unf",0,484,1470,"GasA",60,1,9280,1,0,0,1,0,"NoRidge",0,0,0,8,5,1998,1998,0,0,0,0,315000
"425",425,1,297,0,44,0,0,0,0,0,"2008-05-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1196,0,0,1196,1,0,1,0,2,1,6,1,1956,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","LwQ",616,"Unf",0,580,1196,"GasA",20,1,9072,1,0,0,1,0,"NAmes",0,0,0,6,5,1956,1956,0,0,0,0,139000
"426",426,1,240,0,0,126,0,0,0,0,"2009-09-01",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,707,682,0,1389,0,0,1,1,3,1,6,2,1947,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,651,651,"GasA",60,2,3438,1,0,3,1,0,"OldTown",0,0,0,7,8,1946,1992,1,0,0,0,135000
"427",427,2,569,80,0,0,0,396,0,0,"2009-08-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1644,0,0,1644,1,1,2,0,2,1,5,1,1989,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1518,"None",0,0,1518,"GasA",80,1,12800,1,0,2,1,0,"SawyerW",0,0,0,7,5,1989,1989,0,0,0,1,275000
"428",428,1,352,0,0,0,0,0,0,0,"2008-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,907,0,0,907,0,0,1,0,3,1,5,0,1964,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",288,"Unf",0,619,907,"GasA",20,1,8670,1,1,0,1,0,"NAmes",0,0,0,4,6,1957,1957,0,0,0,0,109008
"429",429,2,628,105,54,0,0,0,0,0,"2007-09-01",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1208,0,0,1208,1,0,2,0,2,1,6,0,2007,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","No","GLQ",664,"Unf",0,544,1208,"GasA",20,1,6826,1,0,0,1,0,"CollgCr",0,0,0,7,5,2007,2007,0,0,0,0,195400
"430",430,2,576,0,0,169,0,0,0,0,"2009-03-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1412,0,0,1412,1,0,2,0,3,1,6,1,1988,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","GLQ",1005,"Unf",0,387,1392,"GasA",20,1,11587,1,1,0,1,2,"Timber",0,0,0,6,5,1988,1988,0,0,0,0,175000
"431",431,1,264,0,0,0,0,0,0,0,"2008-07-01",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,483,504,0,987,0,0,1,1,2,1,4,0,1971,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",232,"TA","TA","CBlock","TA","TA","No","ALQ",387,"Unf",0,96,483,"GasA",160,2,1701,1,0,0,1,0,"BrDale",0,0,4,6,5,1971,1971,0,0,0,0,85400
"432",432,0,0,0,98,0,0,0,0,0,"2008-09-01",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1088,110,0,1198,0,0,1,0,4,1,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,901,901,"GasA",50,2,5646,1,1,1,1,0,"OldTown",1,0,0,6,7,1920,1998,0,0,0,0,79900
"433",433,2,440,240,36,0,0,0,0,0,"2007-08-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,765,600,0,1365,1,0,1,1,2,1,6,0,1971,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",376,"TA","TA","CBlock","TA","TA","No","ALQ",471,"Unf",0,294,765,"GasA",160,2,1944,1,0,0,1,0,"BrDale",0,0,3,5,5,1971,1971,0,0,0,0,122500
"434",434,2,470,0,36,0,0,0,0,0,"2008-07-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,926,678,0,1604,0,0,2,1,3,1,7,1,1997,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,926,926,"GasA",60,1,10939,1,1,0,1,2,"Gilbert",0,0,0,6,5,1997,1998,0,0,0,0,181000
"435",435,0,0,88,0,0,0,0,0,0,"2008-06-01",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","ALQ",495,"Unf",0,135,630,"GasA",180,2,1911,1,0,0,1,0,"MeadowV",0,0,4,4,7,1972,1972,0,0,0,0,81000
"436",436,2,550,158,61,0,0,0,0,0,"2009-04-01",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,827,834,0,1661,1,0,2,1,3,1,6,1,1996,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",385,"ALQ",344,70,799,"GasA",60,1,10710,1,2,0,1,3,"CollgCr",2,0,0,7,6,1996,1996,0,0,0,0,212000
"437",437,2,440,0,0,0,0,0,0,0,"2006-10-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,734,384,0,1118,0,0,1,0,2,1,6,0,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,648,648,"GasA",50,2,4440,1,0,0,1,0,"OldTown",0,0,0,6,8,1920,1950,0,0,0,0,116000
"438",438,1,180,0,0,105,0,0,0,0,"2009-01-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,904,0,0,904,0,0,1,0,2,1,4,0,1926,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA",45,2,6050,1,0,0,1,0,"BrkSide",0,0,0,6,7,1926,2004,0,0,0,0,119000
"439",439,1,352,0,0,34,0,0,0,0,"2007-03-01",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,694,0,0,694,0,0,1,0,2,1,4,1,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2002,"Gable","CompShg","WdShing","Stucco","None",0,"TA","TA","PConc","TA","TA","No","LwQ",365,"Unf",0,75,440,"GasA",30,1,4320,1,0,0,1,0,"Crawfor",0,0,0,5,6,1913,2002,0,0,0,0,90350
"440",440,2,528,0,46,0,0,0,0,800,"2009-08-01",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,684,512,0,1196,0,0,1,0,3,1,7,0,2005,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,684,684,"GasA",50,1,12421,1,0,0,1,2,"Edwards",0,0,0,6,8,1920,2000,1,0,0,0,110000
"441",441,3,672,0,72,0,0,170,0,0,"2009-04-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2402,0,0,2402,1,0,2,0,2,1,10,2,2008,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",200,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1767,"ALQ",539,788,3094,"GasA",20,1,15536,1,0,0,1,0,"NridgHt",0,0,0,10,5,2008,2008,0,0,0,0,555000
"442",442,0,0,0,0,0,0,0,0,0,"2008-09-01",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1440,0,0,1440,0,0,2,0,4,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1955,"Gable","CompShg","VinylSd","VinylSd","BrkFace",270,"TA","TA","CBlock","TA","TA","No","ALQ",133,"Unf",0,1307,1440,"GasA",90,1,12200,1,0,0,1,0,"Edwards",0,0,2,4,4,1955,1955,0,0,0,0,118000
"443",443,2,360,0,0,0,0,0,0,0,"2008-06-01",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1128,445,0,1573,0,0,2,0,3,1,8,1,1930,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1078,1078,"GasA",50,2,6292,1,0,0,1,0,"BrkSide",0,0,0,5,7,1930,1992,0,0,0,0,162900
"444",444,3,648,144,16,0,0,0,0,0,"2007-06-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1258,0,0,1258,0,0,2,0,2,1,6,1,2007,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2007,"Gable","CompShg","WdShing","Wd Shng","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1258,1258,"GasA",120,1,3975,1,0,0,1,0,"Blmngtn",0,0,3,7,5,2006,2007,0,0,0,0,172500
"445",445,2,493,144,133,0,0,0,0,0,"2008-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,933,975,0,1908,1,0,2,1,4,1,8,1,1994,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","GLQ",642,"Unf",0,273,915,"GasA",60,1,8820,1,0,0,1,0,"CollgCr",0,0,0,7,5,1994,1995,0,0,0,0,210000
"446",446,2,480,0,0,0,0,0,0,0,"2009-11-01",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1689,0,0,1689,0,0,1,0,3,1,7,1,1956,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1436,1436,"GasA",20,1,9928,1,0,0,1,2,"Edwards",0,0,0,6,5,1956,1956,0,0,0,0,127500
"447",447,2,578,0,0,0,0,0,0,0,"2010-06-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1888,0,0,1888,0,0,2,1,2,1,6,1,1966,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2002,"Gable","CompShg","BrkFace","Plywood","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",247,"Rec",713,557,1517,"GasA",20,1,16629,1,1,0,1,2,"NAmes",2,0,0,6,6,1966,2002,0,0,0,0,190000
"448",448,2,431,89,0,0,0,0,0,0,"2006-07-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,956,930,0,1886,0,0,2,1,4,1,10,1,1998,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,930,930,"GasA",60,1,11214,1,1,0,1,2,"Gilbert",0,0,0,7,5,1998,1999,0,0,0,0,199900
