"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
159,"60","FV",100,12552,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","High","7","5",2004,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",222,"Unf",0,769,991,"GasA","Ex","Y","High",991,956,0,1947,0,0,2,1,3,1,"Gd",8,"High",1,"TA","High",2004,"RFn",2,678,"TA","TA","Y",0,136,0,0,0,0,"Low","Med","None",0,5,2010,"Med","Med_High",254900
160,"60","RL",134,19378,"Pave","None","IRG","HLS","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",2005,2006,"Low","Low","VinylSd","VinylSd","BrkFace",456,"Gd","TA","Other","Gd","High","Med","High",57,"Unf",0,1335,1392,"GasA","Ex","Y","High",1392,1070,0,2462,1,0,2,1,4,1,"Gd",9,"High",1,"TA","High",2006,"RFn",2,576,"TA","TA","Y",239,132,0,168,0,0,"Low","None","None",0,3,2006,"High","High",320000
161,"20","RL",73.041829159041,11120,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","High","Med","Norm","Fam","Med","6","6",1984,1984,"Low","Low","Highest","Med","None",0,"TA","TA","Other","Gd","High","No","Low",660,"Unf",0,572,1232,"GasA","Med","Y","High",1232,0,0,1232,0,0,2,0,3,1,"TA",6,"High",0,"Low","High",1984,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2008,"Med","Med_High",162500
162,"60","RL",110,13688,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","9","5",2003,2004,"Low","Low","VinylSd","VinylSd","BrkFace",664,"Gd","TA","Other","Ex","High","Med","High",1016,"Unf",0,556,1572,"GasA","Ex","Y","High",1572,1096,0,2668,1,0,2,1,3,1,"Ex",10,"High",2,"TA","Highest",2003,"Fin",3,726,"TA","TA","Y",400,0,0,0,0,0,"Low","None","None",0,3,2008,"Med","Med_High",412500
163,"20","RL",95,12182,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","Med","7","5",2005,2005,"Low","Low","VinylSd","VinylSd","BrkFace",226,"Gd","TA","Other","Gd","High","Med","Low",1201,"Unf",0,340,1541,"GasA","Ex","Y","High",1541,0,0,1541,0,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2005,"RFn",2,532,"TA","TA","Y",0,70,0,0,0,0,"Low","None","None",0,5,2010,"High","High",220000
164,"45","RL",55,5500,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","1.5Unf","4","6",1956,1956,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,882,882,"GasA","Ex","Y","High",882,0,0,882,0,0,1,0,1,1,"TA",4,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",0,0,0,0,0,0,"Low","Med","None",0,4,2007,"Med","Med_High",103200
165,"40","Othr",40,5400,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","6","7",1926,2004,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","TA","High","Med","Low",370,"Unf",0,779,1149,"GasA","Med","Y","Med",1149,467,0,1616,0,0,2,0,3,1,"Gd",5,"High",0,"Low","Med",1926,"Unf",1,216,"TA","TA","Y",0,0,183,0,0,0,"Low","None","None",0,10,2007,"Med","Med_High",152000
166,"190","RL",62,10106,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","fmCon","Low","5","7",1940,1999,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","TA","High","No","Med",351,"Rec",181,112,644,"GasA","Med","Y","High",808,547,0,1355,1,0,2,0,4,2,"TA",6,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",140,0,0,0,0,0,"Low","None","None",0,9,2008,"Med","Med_High",127500
167,"20","RL",71.9572437494481,10708,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","5",1955,1993,"Med","Low","Med","Low","None",0,"Gd","TA","Stone","TA","High","No","Low",379,"BLQ",768,470,1617,"GasA","Ex","Y","Med",1867,0,0,1867,1,0,1,0,2,1,"TA",7,"High",3,"TA","High",1955,"Fin",1,303,"TA","TA","Y",476,0,0,0,142,0,"Low","Med","None",0,11,2009,"Med","Med_High",190000
168,"60","RL",86,10562,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","8","5",2007,2007,"Low","Low","VinylSd","VinylSd","Stone",300,"Gd","TA","Other","Ex","High","No","High",1288,"Unf",0,294,1582,"GasA","Ex","Y","High",1610,551,0,2161,1,0,1,1,3,1,"Ex",8,"High",1,"TA","High",2007,"Fin",3,789,"TA","TA","Y",178,120,0,0,0,0,"Low","None","None",0,11,2007,"High","High",325624
169,"60","RL",62,8244,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",2004,2004,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,840,840,"GasA","Ex","Y","High",840,880,0,1720,0,0,2,1,3,1,"Gd",7,"High",1,"TA","High",2004,"Fin",2,440,"TA","TA","Y",100,48,0,0,0,0,"Low","None","None",0,5,2007,"Med","Med_High",183500
170,"20","RL",87.6495098333876,16669,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","8","6",1981,1981,"Med","Med","Highest","Med","BrkFace",653,"Gd","TA","Stone","Gd","High","No","Med",0,"Unf",0,1686,1686,"GasA","Med","Y","High",1707,0,0,1707,0,0,2,1,2,1,"TA",6,"High",1,"TA","High",1981,"RFn",2,511,"TA","TA","Y",574,64,0,0,0,0,"Low","None","None",0,1,2006,"Med","Med_High",228000
171,"50","Othr",76.300850365536,12358,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam","Low","5","6",1941,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",360,"Unf",0,360,720,"GasA","Med","Y","High",854,0,528,1382,0,0,1,1,2,1,"TA",7,"High",0,"Low","Med",1991,"Unf",2,660,"TA","TA","Y",237,0,0,0,0,0,"Low","None","None",0,5,2007,"Med","Med_High",128500
172,"20","RL",141,31770,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","5",1960,1960,"Med","Low","Highest","Med","Stone",112,"TA","TA","Stone","TA","High","Gd","Low",639,"Unf",0,441,1080,"GasA","Med","Y","High",1656,0,0,1656,1,0,1,0,3,1,"TA",7,"High",2,"TA","High",1960,"Fin",2,528,"TA","TA","P",210,62,0,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",215000
173,"160","RL",44,5306,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","7","7",1987,1987,"Low","Low","High","Med","None",0,"Gd","Gd","Other","Gd","High","No","High",495,"Rec",215,354,1064,"GasA","Med","Y","High",1064,703,0,1767,1,0,2,0,2,1,"Gd",5,"High",1,"TA","High",1987,"RFn",2,504,"Gd","TA","Y",441,35,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",239000
174,"20","RL",80,10197,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","5",1961,1961,"Low","Low","Med","Low","None",491,"TA","TA","Stone","TA","High","No","Med",288,"Rec",374,700,1362,"GasA","Med","Y","High",1362,0,0,1362,1,0,1,1,3,1,"TA",6,"High",1,"TA","High",1961,"Unf",2,504,"TA","TA","Y",0,20,0,0,0,0,"Low","None","None",0,6,2008,"Med","Med_High",163000
175,"20","RL",47,12416,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","6","5",1986,1986,"Low","Low","VinylSd","Med","Stone",132,"TA","TA","Stone","Gd","Med","No","Med",1398,"LwQ",208,0,1606,"GasA","Med","Y","High",1651,0,0,1651,1,0,2,0,3,1,"TA",7,"Med",1,"TA","High",1986,"Fin",2,616,"TA","TA","Y",192,0,0,0,0,0,"Low","None","None",0,11,2008,"Med","Med_High",184000
176,"20","RL",84,12615,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","6","7",1950,2001,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Med",477,"Unf",0,725,1202,"GasA","Med","Y","High",2158,0,0,2158,1,0,2,0,4,1,"Gd",7,"High",1,"TA","High",1950,"Unf",2,576,"TA","TA","Y",0,29,39,0,0,0,"Low","Med","None",0,6,2007,"Med","Med_High",243000
177,"60","RL",97,10029,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","6","5",1988,1989,"Low","Low","Highest","Med","BrkFace",268,"Gd","TA","Other","Gd","High","No","High",831,"Unf",0,320,1151,"GasA","Med","Y","High",1164,896,0,2060,0,1,2,1,4,1,"TA",8,"High",1,"TA","High",1988,"Unf",2,521,"TA","TA","Y",0,228,0,0,192,0,"Low","None","None",0,9,2007,"Med","Med_High",211000
178,"50","RL",79.7020259703758,13650,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Low","5","5",1958,1958,"Low","Low","Med","Low","None",0,"Gd","Gd","Stone","TA","High","No","Med",57,"BLQ",441,554,1052,"GasA","Ex","Y","High",1252,668,0,1920,1,0,2,0,4,1,"Gd",8,"High",1,"TA","High",1958,"Unf",2,451,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,7,2006,"Med","Med_High",172500
179,"20","RL",63,17423,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Lux","Med","Norm","Fam","Med","9","5",2008,2009,"Med","Low","VinylSd","VinylSd","Stone",748,"Ex","TA","Other","Ex","High","No","High",1904,"Unf",0,312,2216,"GasA","Ex","Y","High",2234,0,0,2234,1,0,2,0,1,1,"Ex",9,"High",1,"TA","High",2009,"Fin",3,1166,"TA","TA","Y",0,60,0,0,0,0,"Low","None","None",0,7,2009,"High","High",501837
180,"30","Othr",60,8520,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","6",1923,2006,"Low","Low","Med","Low","None",0,"Gd","TA","Stone","TA","High","No","Med",0,"Unf",0,968,968,"GasA","Med","Y","High",968,0,0,968,0,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1935,"Unf",2,480,"Fa","TA","N",0,0,184,0,0,0,"Low","None","None",0,7,2007,"Med","Med_High",100000
181,"160","FV",49.3415319683503,2117,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","fmCon","High","6","5",2000,2000,"Low","Low","Med","Low","BrkFace",456,"Gd","TA","Other","Gd","High","No","High",436,"Unf",0,320,756,"GasA","Ex","Y","High",769,756,0,1525,0,0,2,1,3,1,"Gd",5,"High",1,"TA","Med",2000,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",177000
182,"70","RL",54,7588,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","6",1920,1950,"Low","Low","High","Low","None",0,"TA","TA","BrkTil","None","High","No","Low",352,"Unf",0,441,793,"GasA","Med","Y","High",901,901,0,1802,0,0,1,1,4,1,"TA",9,"High",1,"TA","Med",1920,"Unf",1,216,"Fa","TA","Y",0,0,40,0,0,0,"Low","None","None",0,7,2006,"Med","Med_High",200100
183,"20","RL",60,9060,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam","Med","5","6",1957,2006,"Med","Low","Med","Low","BrkFace",98,"TA","TA","Other","None","Med","None","None",0,"None",0,0,0,"GasA","Ex","Y","High",1340,0,0,1340,0,0,1,0,3,1,"TA",7,"High",1,"TA","High",1957,"RFn",1,252,"TA","TA","Y",116,0,0,180,0,0,"Low","Med","None",0,6,2007,"Med","Med_High",120000
184,"50","Othr",63,11426,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","7","5",2003,2003,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,1362,1362,"GasA","Ex","Y","High",1362,720,0,2082,0,0,2,1,3,1,"Gd",6,"Med",0,"Low","Med",2003,"Unf",2,484,"TA","TA","N",280,238,0,0,0,0,"Low","None","None",0,6,2008,"Med","Med_High",200000
185,"50","RL",92,7438,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Med","Feedr","Fam","Low","5","8",1908,1991,"Low","Low","Low","Med","None",0,"TA","TA","Other","None","High","No","Med",0,"Unf",0,504,504,"GasA","Med","Y","High",936,316,0,1252,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1986,"Unf",2,576,"TA","TA","Y",104,0,0,0,0,0,"Low","Med","None",0,6,2006,"Med","Med_High",127000
186,"75","Othr",90,22950,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam","High","10","9",1892,1993,"Low","High","Med","Low","None",0,"Gd","Gd","BrkTil","TA","High","Med","Med",0,"Unf",0,1107,1107,"GasA","Ex","Y","High",1518,1518,572,3608,0,0,2,1,4,1,"Ex",12,"High",2,"TA","Med",1993,"Unf",3,840,"Ex","TA","Y",0,260,0,0,410,0,"Low","High","None",0,6,2006,"Med","Med_High",475000
187,"80","RL",69.9539197283312,9947,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med","Med","Norm","Fam","Med","7","5",1990,1991,"Low","Low","High","Med","None",0,"TA","TA","Other","Gd","High","Med","High",611,"Unf",0,577,1188,"GasA","Ex","Y","High",1217,0,0,1217,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1990,"Unf",2,497,"TA","TA","Y",168,27,0,0,0,0,"Low","High","None",0,6,2009,"Med","Med_High",173000
188,"50","RL",60,10410,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","5","7",1916,1987,"Low","Low","High","Med","None",0,"TA","TA","Stone","None","High","No","Med",0,"Unf",0,660,660,"GasA","Ex","Y","High",808,704,144,1656,0,0,2,1,3,1,"TA",8,"Med",0,"Low","Med",1916,"Unf",1,180,"Fa","Fa","N",0,0,0,140,0,0,"Low","Med","None",0,8,2009,"Med","Med_High",135000
189,"90","RL",64,7018,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","True_Med","Low","Norm","fmCon","Low","5","5",1979,1979,"Low","Low","Highest","Med","Stone",275,"TA","TA","Stone","Gd","High","Med","High",1086,"Unf",0,0,1086,"GasA","Med","Y","High",1224,0,0,1224,2,0,0,2,2,2,"TA",6,"High",2,"TA","Med",1979,"Unf",2,528,"TA","TA","Y",120,0,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med",153337
190,"120","RL",41,4923,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","Med","8","5",2001,2002,"Low","Low","CemntBd","Highest","None",0,"Gd","TA","Other","Ex","High","Med","High",1153,"Unf",0,440,1593,"GasA","Ex","Y","High",1593,0,0,1593,1,0,1,1,0,1,"Ex",5,"High",1,"TA","High",2001,"Fin",2,682,"TA","TA","Y",0,120,0,0,224,0,"Low","None","None",0,8,2008,"Med","Med_High",286000
191,"70","RL",70,10570,"Pave","None","Reg","Bnk","AllPub","NotCulD","Othr","Med_High","Med","Norm","Fam","High","8","8",1932,1994,"Med","Low","Highest","Med","None",0,"Gd","TA","Stone","Gd","High","No","Low",297,"Unf",0,556,853,"GasA","Med","Y","High",1549,1178,0,2727,0,0,2,1,3,1,"Gd",10,"Med",2,"TA","Med",1932,"Unf",2,440,"TA","TA","Y",0,74,0,0,0,0,"Low","None","None",0,12,2007,"Med","Med_High",315000
192,"60","RL",63.4385098041993,7472,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_Low","Med","Norm","Fam","High","7","9",1972,2004,"Low","Low","High","Med","BrkFace",138,"TA","TA","Stone","TA","High","No","Med",626,"Unf",0,99,725,"GasA","Med","Y","High",725,754,0,1479,1,0,1,1,4,1,"Gd",7,"High",0,"Low","High",1972,"Fin",2,484,"TA","TA","Y",0,32,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",184000
193,"20","RL",68,9017,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",1999,1999,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High",560,"Unf",0,871,1431,"GasA","Ex","Y","High",1431,0,0,1431,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1999,"Fin",2,666,"TA","TA","Y",0,35,0,0,0,0,"Low","None","None",0,9,2009,"Med","Med_High",192000
194,"160","Othr",24,2522,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","fmCon","High","7","5",2004,2004,"Low","Low","VinylSd","VinylSd","Stone",50,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,970,970,"GasA","Ex","Y","High",970,739,0,1709,0,0,2,0,3,1,"Gd",7,"Med",0,"Low","Med",2004,"Unf",2,380,"TA","TA","Y",0,40,0,0,0,0,"Low","None","None",0,5,2006,"Med","Med_High",130000
195,"20","RL",60,7180,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","7",1972,1972,"Med","Low","High","Med","None",0,"TA","TA","Stone","TA","High","Med","Med",390,"Unf",0,474,864,"GasA","Med","Y","High",864,0,0,864,0,0,1,0,3,1,"TA",5,"High",0,"Low","Med",1989,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,5,2008,"Med","Med_High",127000
196,"160","RL",24,2280,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Med","Norm","fmCon","High","6","6",1976,1976,"Low","Low","Highest","Low","None",0,"TA","TA","Stone","Gd","High","No","Med",566,"Unf",0,289,855,"GasA","Med","Y","High",855,601,0,1456,0,0,2,1,3,1,"TA",7,"High",1,"TA","High",1976,"Unf",2,440,"TA","TA","Y",87,0,0,0,0,0,"Low","None","None",0,7,2009,"Med","Med_High",148500
197,"20","RL",79,9416,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","7","5",2007,2007,"Med","Low","CemntBd","Highest","Stone",205,"Ex","TA","Other","Ex","High","No","High",1126,"Unf",0,600,1726,"GasA","Ex","Y","High",1726,0,0,1726,1,0,2,0,3,1,"Ex",8,"High",1,"TA","High",2007,"Fin",3,786,"TA","TA","Y",171,138,0,0,266,0,"Low","None","None",0,9,2007,"High","High",311872
198,"75","RL",174,25419,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam","High","8","4",1918,1990,"Low","Low","High","Low","None",0,"Gd","Gd","Other","TA","High","No","High",1036,"LwQ",184,140,1360,"GasA","Med","Y","High",1360,1360,392,3112,1,1,2,0,4,1,"Gd",8,"High",1,"Ex","Med",1918,"Unf",2,795,"TA","TA","Y",0,16,552,0,0,512,"High","High","None",0,3,2006,"Med","Med",235000
199,"75","Othr",92,5520,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","High","6","6",1912,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,755,755,"GasA","Ex","Y","High",929,929,371,2229,0,0,1,0,5,1,"TA",8,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",0,198,30,0,0,0,"Low","Med","None",0,7,2009,"Med","Med",104000
200,"20","RL",76,9591,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","Med","8","5",2004,2005,"Med","Low","VinylSd","VinylSd","BrkFace",262,"Gd","TA","Other","Ex","High","Med","High",1088,"Unf",0,625,1713,"GasA","Ex","Y","High",1713,0,0,1713,1,0,2,0,3,1,"Ex",7,"High",1,"TA","High",2004,"Fin",3,856,"TA","TA","Y",0,26,0,0,170,0,"Low","None","None",0,1,2009,"Med","Med_High",274900
201,"20","Othr",80,8546,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","4","5",2003,2004,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,1121,1121,"GasA","Ex","Y","High",1121,0,0,1121,0,0,2,0,2,1,"TA",5,"High",0,"Low","High",2003,"RFn",2,440,"TA","TA","Y",132,64,0,0,0,0,"Low","None","None",0,3,2010,"Med","Med_High",140000
202,"20","RL",75,10125,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Med","Norm","Fam","Med","6","6",1977,1977,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Med",641,"LwQ",279,276,1196,"GasA","Med","Y","High",1279,0,0,1279,0,1,2,0,3,1,"TA",6,"High",2,"Fa","Med",1980,"Unf",2,473,"TA","TA","Y",238,83,0,0,0,0,"Low","Med","None",0,2,2008,"Med","Med_High",171500
203,"50","RL",50,7000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam","Low","6","6",1924,1950,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","None","High","No","Low",617,"Unf",0,0,617,"GasA","Med","Y","High",865,445,0,1310,0,0,2,0,2,1,"TA",6,"Med",0,"Low","High",1924,"Unf",1,398,"TA","TA","Y",0,0,126,0,0,0,"Low","None","None",0,5,2006,"Med","Med_High",112000
204,"120","Othr",55.451538608314,4438,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","6","5",2004,2004,"Low","Low","VinylSd","VinylSd","BrkFace",205,"Gd","TA","Other","Gd","High","Med","High",662,"Unf",0,186,848,"GasA","Ex","Y","High",848,0,0,848,1,0,1,0,1,1,"Gd",3,"High",1,"TA","High",2004,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,"Low","None","None",0,1,2008,"Med","Med_High",149000
205,"50","Othr",50,3500,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","5","7",1947,1950,"Low","Low","Low","Lowest","None",0,"TA","TA","Stone","TA","High","No","Low",312,"Unf",0,408,720,"GasA","Med","Y","High",720,564,0,1284,0,0,1,1,2,1,"TA",5,"High",0,"Low","Med",1948,"Unf",1,240,"TA","TA","Y",0,35,0,0,0,0,"Low","Low","None",0,4,2009,"Med","Med_High",110000
206,"20","RL",99,11851,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","7","5",1990,1990,"Low","Low","High","Med","None",0,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,1424,1424,"GasA","Ex","Y","High",1442,0,0,1442,0,0,2,0,3,1,"TA",5,"High",0,"Low","High",1990,"RFn",2,500,"TA","TA","Y",0,34,0,508,0,0,"Low","None","None",0,5,2009,"Med","Med_High",180500
207,"20","RL",40,13673,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_Low","RRAe","Norm","Fam","Med","5","5",1962,1962,"Low","Low","High","Med","None",0,"TA","Gd","Stone","TA","High","No","Med",0,"Unf",0,1140,1140,"GasA","Med","Y","High",1696,0,0,1696,0,0,1,1,3,1,"TA",8,"Med",1,"TA","High",1962,"RFn",1,349,"TA","TA","Y",0,30,0,0,0,0,"Low","None","None",0,3,2007,"Med","Med_High",143900
208,"20","RL",76.6562363613978,12493,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","4","5",1960,1960,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",419,"Rec",306,375,1100,"GasA","Med","Y","High",1100,0,0,1100,1,0,1,0,3,1,"TA",6,"High",1,"Low","High",1960,"RFn",1,312,"TA","TA","Y",355,0,0,0,0,0,"Low","Med","None",0,4,2008,"Med","Med_High",141000
209,"60","RL",81.5816230151557,14364,"Pave","None","IRG","Low","AllPub","NotCulD","Othr","True_Med","Med","Norm","Fam","High","7","5",1988,1989,"Low","Low","Highest","Med","BrkFace",128,"Gd","TA","Stone","Gd","High","Gd","High",1065,"Unf",0,92,1157,"GasA","Ex","Y","High",1180,882,0,2062,1,0,2,1,3,1,"TA",7,"High",1,"TA","High",1988,"Fin",2,454,"TA","TA","Y",60,55,0,0,154,0,"Low","None","None",0,4,2007,"Med","Med_High",277000
210,"20","RL",75,8250,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","7",1964,1964,"Med","Low","High","Med","Stone",260,"TA","TA","Stone","Gd","High","No","Low",787,"Unf",0,305,1092,"GasA","Ex","Y","High",1092,0,0,1092,1,0,1,0,3,1,"TA",6,"High",0,"Low","High",1964,"RFn",2,504,"TA","Gd","Y",0,0,0,0,0,0,"Low","Med","None",0,7,2008,"Med","Med_High",145000
211,"30","RL",67,5604,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","6",1925,1950,"Low","Low","High","Low","None",0,"TA","TA","Stone","TA","High","No","Low",468,"Unf",0,396,864,"GasA","Med","N","Med",864,0,0,864,1,0,1,0,2,1,"TA",5,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",0,0,96,0,0,0,"Low","None","None",0,4,2008,"Med","Med_High",98000
212,"20","RL",83,10420,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","6","5",2009,2009,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","Med","High",36,"Unf",0,1176,1212,"GasA","Ex","Y","High",1212,0,0,1212,0,0,2,0,3,1,"Gd",6,"High",0,"Low","High",2009,"RFn",2,460,"TA","TA","Y",100,22,0,0,0,0,"Low","None","None",0,3,2010,"Med","Med_High",186000
213,"60","FV",72,8640,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","High","7","5",2009,2009,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","High",822,"Unf",0,78,900,"GasA","Ex","Y","High",932,920,0,1852,1,0,2,1,3,1,"Gd",7,"High",1,"TA","High",2009,"RFn",2,644,"TA","TA","Y",168,108,0,0,0,0,"Low","None","None",0,7,2009,"High","High",252678
