"Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
353,50,"RL",95.3100204595508,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam",5,"6",1941,1950,"Low","Low","VinylSd","None",0,"TA","TA","Stone","TA","Med","Med","Low","Rec",0,24.8193472919817,"GasA","Med","N","High",0,33.3316666249979,0,1,1,0,3,1,"TA",5,"High",0,"Low","Med",1941,14.142135623731,"Y",6.92820323027551,0,0,0,0,0,"None","None",3,2008,"Med","Med_High",11.4616321705827
354,30,"Othr",92.3038460737146,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",6,"8",1928,2003,"Low","Low","VinylSd","None",0,"TA","Gd","BrkTil","TA","High","No","Med","Unf",24.9799919935936,24.9799919935936,"GasA","Med","Y","High",0,26.8328157299975,0,0,1,0,2,1,"TA",5,"High",0,"Low","Med",2005,22,"Y",10.295630140987,0,0,0,0,0,"None","None",5,2010,"Med","Med_High",11.5702505315895
355,50,"RL",91.6515138991168,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",6,"5",1940,2000,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",23.4946802489415,30.6594194335118,"GasA","Ex","Y","High",0,39.9374510954317,0,0,1,0,2,1,"TA",6,"High",2,"TA","High",1940,15.4919333848297,"Y",0,0,108,0,0,0,"None","None",6,2006,"Med","Med_High",11.8493977015914
356,20,"RL",106.061303028013,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",6,"5",1995,1995,"Low","Low","VinylSd","None",0,"Gd","Gd","Other","Gd","High","No","Med","BLQ",17.9443584449264,34.6410161513775,"GasA","Ex","Y","High",0,34.6410161513775,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1995,22.8254244210267,"Y",0,5.09901951359278,0,0,0,0,"None","None",8,2007,"Med","Med_High",12.0867258878976
357,20,"RL",96.1665222413705,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"6",1992,1992,"Low","Low","High","BrkFace",106,"TA","TA","Other","Gd","High","No","High","Unf",24.454038521275,34.0293990543471,"GasA","Med","Y","High",0,34.1613817050774,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1992,20,"Y",10.9544511501033,5.09901951359278,0,0,0,0,"None","None",7,2009,"Med","Med_High",12.0610468734799
358,120,"Othr",64.9923072370877,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",5,"5",1976,1976,"Low","Low","CemntBd","None",0,"TA","TA","Other","Gd","High","No","Med","Unf",16.3707055437449,33.7934904974316,"GasA","Med","Y","High",0,33.7934904974316,1,0,1,1,3,1,"TA",6,"High",1,"Low","High",1976,22.9782505861521,"Y",23.1516738055805,9.48683298050514,0,0,0,0,"Med","None",8,2007,"Med","Med_High",11.805595078933
359,80,"RL",83.2466215530696,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",5,"4",1958,1958,"Med","Low","Med","BrkFace",120,"TA","TA","Stone","TA","High","Med","Low","Rec",21.6333076527839,32.5883414736007,"GasA","Ex","Y","Med",0,36.7695526217005,0,1,1,0,3,1,"Gd",6,"Med",0,"Low","Highest",1958,16.9705627484771,"Y",12.9614813968157,0,294,0,0,0,"None","None",7,2006,"Med","Med",11.7752897294377
360,60,"RL",109.594707901431,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Lux","Med","Norm","Fam",8,"5",1998,1998,"Low","Low","VinylSd","BrkFace",530,"Gd","TA","Other","Gd","High","Med","High","Unf",11.4017542509914,32.9545141065682,"GasA","Ex","Y","High",0,43.8634243989226,1,0,2,1,3,1,"Gd",7,"High",1,"TA","High",1998,24.3310501211929,"Y",14.422205101856,8.66025403784439,0,0,374,0,"None","None",6,2006,"Med","Med_High",12.5425448821514
361,85,"RL",86.8331733843696,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med","Med","Norm","Fam",6,"6",1978,1978,"Low","Low","VinylSd","None",0,"TA","TA","Stone","Gd","High","Med","High","Unf",10.7238052947636,29.7993288515027,"GasA","Ex","Y","High",0,30.199337741083,1,0,1,0,2,1,"TA",5,"High",1,"TA","High",1978,21.6794833886788,"Y",0,0,0,0,192,0,"Med","None",6,2007,"Med","Med_High",11.9576112862317
362,50,"RL",95.6242647030554,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",5,"5",1940,1982,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",22,29.7153159162073,"GasA","Med","Y","High",0,38.7943294825416,1,0,1,0,3,1,"TA",8,"High",0,"Low","Med",1940,15.4919333848297,"N",0,0,0,0,0,0,"None","None",7,2008,"Med","Med_High",11.8844890214027
363,85,"RL",85.4458893101359,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",7,"5",2003,2003,"Low","Low","High","BrkFace",500,"Gd","TA","Slab","None","Med","None","None","None",0,0,"GasA","Ex","Y","High",0,43.8406204335659,0,0,3,0,4,1,"Gd",7,"High",1,"Ex","Highest",2003,25.9229627936314,"Y",0,0,177,0,0,0,"None","None",7,2009,"Med","Med_High",12.1985443791094
364,160,"Othr",40.9878030638384,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","fmCon",6,"8",1972,2007,"Low","Low","High","BrkFace",510,"TA","TA","Stone","TA","High","No","Med","Unf",17.9164728671689,21.9772609758359,"GasA","Med","Y","High",0,31.41655614481,0,0,1,1,2,1,"Gd",5,"High",0,"Low","Med",1972,16.2480768092719,"Y",15.8113883008419,0,0,0,0,0,"None","None",5,2009,"Med","Med_High",11.6784399034478
365,60,"RL",137.113092008021,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",1976,1976,"Low","Low","High","BrkFace",120,"TA","TA","Other","Gd","High","Med","High","Unf",9.16515138991168,28.2134719593318,"GasA","Med","Y","High",0,39.6736688497547,1,0,2,1,3,1,"TA",6,"High",1,"TA","High",1976,23.7907545067406,"Y",17.4928556845359,10.5356537528527,0,0,0,0,"None","None",7,2006,"Med","Med_High",12.1547793511426
366,70,"Othr",103.392456204503,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",5,"7",1920,1997,"Med","Low","VinylSd","None",0,"TA","Gd","Stone","TA","Med","No","Low","Unf",14.6969384566991,25.9229627936314,"GasA","Med","Y","Med",0,36.6606055596467,0,0,1,0,3,1,"TA",6,"High",0,"Low","Med",1964,21.6333076527839,"Y",0,11.3137084989848,218,0,0,0,"None","None",7,2009,"Med","Med_High",11.8981878657609
367,20,"RL",97.4679434480896,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",6,"5",1963,1963,"Low","Low","Highest","BrkFace",247,"TA","TA","Stone","Gd","High","No","Low","Unf",28.0178514522438,37.3363094051889,"GasA","Med","Y","High",0,37.3363094051889,1,0,1,1,3,1,"TA",6,"High",2,"TA","High",1963,22.6715680975093,"Y",0,8.71779788708135,0,0,185,0,"None","None",7,2009,"Med","Med_High",11.9766594812024
368,80,"RL",95.655632348545,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",6,"5",1962,1962,"Low","Low","Highest","BrkFace",305,"TA","TA","Stone","Gd","High","Gd","High","Unf",26.9814751264641,33.1511689085016,"GasA","Med","Y","High",0,37.8285606387555,0,1,1,0,3,1,"TA",6,"High",1,"TA","Med",1962,17.2046505340853,"Y",8,10.4880884817015,0,0,0,0,"None","None",12,2008,"Med","Med_High",12.0137007528827
369,20,"RL",88.3176086632785,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"6",1954,1954,"Low","Low","High","BrkFace",200,"TA","TA","Other","TA","High","No","Low","Unf",26.9814751264641,35.6089876295297,"GasA","Med","Y","High",0,35.6089876295297,0,0,1,0,2,1,"TA",7,"High",1,"TA","High",1954,15.6204993518133,"Y",0,9.89949493661167,0,0,0,0,"None","None",3,2010,"Med","Med_High",11.7905572015685
370,20,"RL",99.1463564635635,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"7",1959,2006,"Low","Low","Med","None",0,"TA","Gd","Stone","TA","High","No","Med","Rec",27.0739727413618,32.6036807738022,"GasA","Ex","Y","High",0,35.8747822293042,1,0,1,0,3,1,"Gd",7,"High",1,"TA","Med",1997,24,"Y",19.0787840283389,4.12310562561766,0,0,182,0,"None","None",3,2010,"Med","Med_High",11.9953516142145
371,60,"RL",90.1165911472466,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",2000,2000,"Low","Low","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med","Unf",30.8706980808663,30.8706980808663,"GasA","Ex","Y","High",0,40.7921561087423,0,0,2,1,3,1,"TA",7,"High",1,"TA","High",2000,21.4476105895272,"Y",10,6.32455532033676,0,0,0,0,"None","None",1,2006,"Med","Med_High",12.0575726372117
372,50,"RL",130.843417870369,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Low","Norm","Fam",4,"4",1959,1959,"Low","Low","Med","None",0,"TA","TA","Stone","None","Med","None","None","None",0,0,"GasA","Med","Y","High",0,39.8497176903426,0,0,2,0,4,1,"TA",7,"Med",1,"TA","Med",1991,26.0768096208106,"N",0,7.68114574786861,0,0,0,0,"None","None",7,2008,"Med","Med_High",11.8088137739691
373,120,"RL",84.7053717304871,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",1984,1984,"Low","Low","Highest","None",0,"TA","TA","Stone","Gd","High","No","Med","LwQ",0,27.2763633939717,"GasA","Med","Y","High",0,27.4226184016042,1,0,1,0,2,1,"TA",4,"High",0,"Low","High",1984,16.2480768092719,"Y",18.7882942280559,0,0,0,90,0,"Med","None",2,2010,"Med","Med_High",11.7360690162844
374,20,"RL",103.121287811974,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"6",1953,1953,"Low","Low","Med","None",0,"TA","TA","Other","TA","High","No","Low","LwQ",0,24.6576560118759,"GasA","Med","Y","High",0,36.3180395946698,1,0,1,0,3,1,"TA",5,"Med",0,"Low","High",1953,16.431676725155,"Y",8.12403840463596,0,0,0,0,0,"Med","None",11,2009,"Med","Med_High",11.7199396343546
375,60,"RL",90.5538513813742,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2003,2004,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med","Unf",29.1032644217105,29.1032644217105,"GasA","Ex","Y","High",0,43.9089968002003,0,0,2,1,4,1,"Gd",8,"High",1,"TA","Highest",2003,20.8326666559997,"Y",10,6.92820323027551,0,0,0,0,"None","None",7,2007,"Med","Med_High",12.2991075114974
376,30,"RL",100.099950049938,"Pave","None","IRG","Low","AllPub","NotCulD","Othr","Low","Med","Norm","Fam",1,"Low",1922,1950,"Low","Low","Med","None",0,"Fa","Po","BrkTil","None","Po","Gd","Low","Unf",18.2482875908947,26.134268690744,"GasA","Med","N","Med",0,30.0665927567458,1,0,0,1,1,1,"Fa",4,"Med",0,"Low","Low",1992,0,"Y",0,0,0,0,0,0,"None","None",3,2009,"Med","Med_High",11.0186291431554
377,85,"RL",94.05317644822,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Med","Norm","Fam",5,"5",1996,1996,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High","Unf",23.9165214862028,29.4957624075053,"GasA","Ex","Y","High",0,30.2324329156619,0,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1998,24,"Y",0,0,0,0,0,0,"None","None",7,2006,"Med","Med_High",11.9049675527463
378,60,"FV",105.560409245133,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",8,"5",2004,2005,"Low","Low","CemntBd","None",0,"Gd","TA","Other","Gd","High","No","Med","Unf",39.7492138287036,39.7492138287036,"GasA","Ex","Y","High",0,49.6588360717405,0,0,3,0,4,1,"Gd",8,"High",1,"TA","High",2004,24.6981780704569,"Y",12.6095202129185,14.6287388383278,0,0,0,0,"None","None",12,2007,"Med","Med_High",12.7367008965923
379,20,"RL",106.742681247943,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",9,"Low",2010,2010,"Med","Low","VinylSd","Stone",350,"Gd","TA","Other","Ex","High","Med","High","Unf",20.2731349327133,43.081318457076,"GasA","Ex","Y","High",0,43.081318457076,1,0,1,1,1,1,"Ex",8,"High",1,"Ex","High",2010,28.8790581563873,"Y",10.6301458127346,0,0,0,0,0,"None","None",6,2010,"High","High",12.8852020343219
380,60,"RL",90.1276871998833,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",2000,2000,"Low","Low","VinylSd","BrkFace",16,"TA","TA","Other","Gd","High","No","Med","Unf",31.3368792319848,31.3368792319848,"GasA","Ex","Y","High",0,42.4264068711929,0,0,2,1,3,1,"TA",7,"High",1,"TA","High",2000,21.51743479135,"Y",10,7.93725393319377,0,0,0,0,"None","None",6,2009,"Med","Med_High",12.0951410848229
381,50,"RL",70.7106781186548,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"6",1924,1950,"Low","Low","Highest","None",0,"TA","TA","BrkTil","TA","High","No","Low","Unf",28.4253408071038,32.0312347560939,"GasA","Med","Y","High",0,41.1217703899042,0,0,2,0,3,1,"Gd",6,"High",1,"TA","Med",1924,17.5499287747842,"Y",0,0,242,0,0,0,"None","None",5,2010,"Med","Med_High",11.7519423654407
382,20,"FV",84.8528137423857,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",7,"5",2006,2006,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med","Unf",35.9583091927304,35.9583091927304,"GasA","Ex","Y","High",0,36.0693775937429,1,0,2,0,2,1,"Gd",5,"High",1,"TA","High",2006,23.9165214862028,"Y",14.6969384566991,11,0,0,0,0,"None","None",8,2006,"High","High",12.1428665696264
383,60,"RL",96.150923032491,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2006,2006,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","Med","Unf",30.6431068920891,30.6431068920891,"GasA","Ex","Y","High",0,42.3910367884533,0,0,2,1,3,1,"Gd",8,"High",0,"Low","High",2006,25.2784493195291,"Y",12,7.28010988928052,0,0,0,0,"None","None",4,2007,"Med","Med_High",12.2713921116508
384,45,"Othr",94.8683298050514,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"Low",1928,1950,"Low","Low","Med","None",0,"TA","TA","BrkTil","None","Med","No","Med","Unf",28,28,"GasA","Med","N","Med",0,28,0,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1950,18.9736659610103,"N",0,0,91,0,0,0,"None","None",10,2009,"Med","Med_High",11.2384886192685
385,60,"RL",230.449560641803,"Pave","None","IRG","Low","AllPub","NotCulD","Othr","Med_High","Low","Norm","Fam",6,"5",1992,1992,"Low","Low","High","None",0,"Gd","TA","Other","Gd","High","Med","High","Unf",24.3926218353009,39.7492138287036,"GasA","Ex","Y","High",0,44.1927595879687,1,0,2,1,3,1,"Gd",9,"High",2,"Fa","High",1992,22.3830292855994,"Y",14.6969384566991,15.1986841535707,0,0,0,0,"None","None",6,2007,"Med","Med_High",12.3883942023241
386,120,"RL",56.4092191046818,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",8,"5",2004,2005,"Low","Low","VinylSd","BrkFace",16,"Gd","TA","Other","Gd","High","No","High","Unf",35.0998575495685,35.4400902933387,"GasA","Ex","Y","High",0,35.6230262611138,0,0,2,0,2,1,"Gd",6,"High",1,"TA","High",2004,20.7364413533277,"Y",12.0830459735946,4.47213595499958,0,0,144,0,"None","None",4,2010,"Med","Med_High",12.1652506510099
387,50,"RL",91.706052144883,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam",5,"Low",1910,1996,"Low","Low","Med","None",0,"TA","Po","Other","TA","High","No","Med","Unf",25.6515106767613,25.6515106767613,"GasA","Med","Y","High",0,34.4093010681705,0,0,1,0,5,1,"TA",8,"High",0,"Low","Low",1954,0,"N",0,12.2882057274445,0,0,0,0,"None","None",5,2006,"Med","Low",11.3022044336546
388,80,"RL",84.8528137423857,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",6,"6",1976,1976,"Med","Low","Med","BrkFace",255,"TA","TA","Stone","TA","High","Med","Med","Unf",20.2484567313166,32.2645316098034,"GasA","Ex","Y","High",0,33.5410196624968,1,0,1,0,3,1,"TA",6,"High",1,"Fa","Med",1977,18.7616630392937,"Y",17.2046505340853,0,0,0,0,0,"Med","None",10,2009,"Med","Med",11.7360690162844
389,20,"RL",96.8607247546703,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Med","Norm","Fam",7,"5",1999,2000,"Low","Low","VinylSd","BrkFace",125,"Gd","TA","Other","Gd","High","No","Med","Unf",38.314488121336,38.314488121336,"GasA","Ex","Y","High",0,38.4577690460588,0,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1999,24.0208242989286,"Y",10.9544511501033,5,0,0,0,0,"None","None",7,2008,"Med","Med_High",12.1600287070288
390,60,"RL",111.687062813918,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",10,"5",2007,2008,"Low","Low","VinylSd","Stone",272,"Ex","TA","Other","Ex","High","Med","High","Unf",20.0499376557634,41.0121933088198,"GasA","Ex","Y","High",0,48.2907858705985,1,0,2,1,3,1,"Ex",9,"High",1,"Ex","Highest",2008,29.086079144498,"Y",14,11.5758369027902,0,0,0,0,"None","None",8,2008,"High","High",12.9621946252515
391,50,"RL",91.6787870774914,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",5,"8",1900,1950,"Low","Low","Med","None",0,"TA","TA","BrkTil","TA","High","No","Low","BLQ",15.1327459504216,29.3428015022424,"GasA","Ex","Y","High",0,36.9729630946723,1,0,1,0,4,1,"TA",7,"High",0,"Low","Med",1978,19.5959179422654,"Y",0,11.4017542509914,112,0,0,0,"Med","None",4,2008,"Med","Med_High",11.6868787720937
392,60,"RL",110.494343746637,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med","Med","Norm","Fam",6,"5",2001,2002,"Low","Low","VinylSd","None",0,"TA","TA","Other","Ex","High","No","Med","Unf",10.6770782520313,28.3548937575157,"GasA","Ex","Y","High",0,44.2831796509691,1,0,2,1,3,1,"Gd",7,"High",1,"TA","Highest",2001,23.6643191323985,"Y",11.1803398874989,13.856406460551,0,0,0,0,"None","None",6,2009,"Med","Med_High",12.2783933071098
393,20,"RL",91.3181252545189,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"7",1959,1959,"Low","Low","Med","None",0,"TA","TA","Slab","None","Med","None","None","None",0,0,"GasA","Med","Y","High",0,29.698484809835,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1959,17.1464281994822,"Y",0,0,0,0,0,0,"Med","Shed",7,2007,"Med","Med_High",11.5759002641316
394,30,"RL",86.2902080192185,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam",4,"5",1941,1950,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",22.8473193175917,28.0713376952364,"GasA","Med","Y","Med",0,28.0713376952364,0,0,1,0,2,1,"TA",4,"High",2,"TA","Low",1985,0,"Y",0,0,0,0,0,0,"Med","None",4,2006,"Med","Med",11.5129254649702
395,50,"RL",100.667770413375,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",5,"6",1940,1950,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Med","Unf",27.1108834234519,27.1108834234519,"GasA","Med","Y","Med",0,32.1558703816271,0,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1940,15.4919333848297,"Y",0,6.2449979983984,0,0,0,0,"None","None",7,2007,"Med","Med_High",11.5991031612113
396,20,"RL",97.8314877736202,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",5,"6",1956,1956,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","Med","Low","Unf",20.1246117974981,33.8230690505755,"GasA","Med","Y","High",0,33.8230690505755,1,0,1,0,3,1,"TA",6,"High",0,"Low","High",1956,24.4131112314674,"Y",6.6332495807108,0,0,0,0,0,"None","None",6,2010,"Med","Med_High",11.7675676833438
397,20,"RL",84.8528137423857,"Pave","None","Reg","Low","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",5,"5",1972,1972,"Med","Low","Med","None",0,"TA","TA","Stone","TA","High","Med","Low","Unf",10.816653826392,29.8998327754521,"GasA","Med","Y","High",0,29.8998327754521,0,0,1,0,2,1,"TA",6,"High",0,"Low","Med",1985,24.4948974278318,"Y",14.6628782986152,0,0,0,0,0,"None","None",9,2009,"Med","Med_High",11.7199396343546
398,60,"RL",87.120606058498,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","High","Norm","Fam",5,"5",1962,1962,"Low","Low","VinylSd","BrkFace",288,"TA","TA","Stone","TA","High","No","Med","Unf",18,29.3938769133981,"GasA","Med","Y","High",0,42.5675933075855,0,0,2,0,4,1,"TA",8,"High",1,"TA","High",1962,16.2480768092719,"Y",0,12.9614813968157,0,0,0,0,"None","None",7,2007,"Med","Med_High",12.0406082058026
399,30,"Othr",94.6942448092808,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",5,"Low",1920,1950,"Low","Low","Med","None",0,"TA","Po","BrkTil","None","Po","No","Med","Unf",31,31,"GasA","Med","Y","Low",0,32.8176781628439,0,0,1,0,2,1,"TA",6,"Low",0,"Low","Med",1920,18.3847763108502,"N",0,0,0,0,0,0,"None","None",11,2007,"Med","Med",11.1124478983731
400,60,"FV",90.1387818865997,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",7,"5",2006,2007,"Low","Low","CemntBd","Stone",100,"Gd","TA","Other","Gd","High","No","High","Unf",16.7332005306815,33.0454232837166,"GasA","Ex","Y","High",0,39.3700393700591,1,0,2,0,2,1,"Gd",7,"High",0,"Low","High",2007,20.9284495364563,"Y",0,12.9614813968157,0,0,0,0,"None","None",10,2009,"Med","Med_High",12.3925522124728
401,120,"RL",122.323342007975,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",8,"5",1996,1996,"Low","Low","Highest","None",0,"Gd","TA","Other","Gd","High","No","High","Unf",21.7715410570772,35.4964786985977,"GasA","Ex","Y","High",0,35.8887168898527,1,0,1,1,1,1,"Ex",4,"High",2,"TA","High",1996,22.3606797749979,"Y",10.9544511501033,5.47722557505166,0,0,224,0,"None","None",12,2008,"Med","Med_High",12.4110522262167
402,20,"RL",93.6322593981369,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2005,2005,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High","Unf",35.8608421540822,36.1939221417077,"GasA","Ex","Y","High",0,36.1939221417077,0,0,2,0,3,1,"Gd",6,"High",1,"TA","High",2005,20,"Y",0,0,0,0,0,0,"None","None",7,2006,"High","High",12.0136401449855
403,30,"RL",100.995049383621,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"8",1940,1997,"Low","Low","Med","None",0,"TA","TA","Other","TA","High","No","Med","Unf",25.9229627936314,25.9229627936314,"GasA","Ex","Y","High",0,25.9229627936314,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1940,15.4919333848297,"N",12.9614813968157,0,0,0,0,0,"High","None",8,2008,"Med","Med_High",11.5898865061064
404,60,"RL",109.954536059228,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",8,"5",1998,1998,"Med","Low","VinylSd","BrkFace",650,"Gd","TA","Other","Gd","High","No","Med","Unf",33.7786915081091,33.7786915081091,"GasA","Med","Y","High",0,47.5709995690652,0,0,2,1,4,1,"Gd",10,"High",1,"TA","Highest",1998,20.4939015319192,"Y",12,11.0905365064094,0,0,0,0,"None","None",7,2006,"Med","Med",12.4607148639038
405,60,"RL",101.803732740995,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",1995,1996,"Low","Low","Med","None",0,"TA","TA","Other","Gd","High","No","Med","Unf",28.3901391331568,28.3901391331568,"GasA","Med","Y","High",0,39.648455203198,0,0,2,1,3,1,"TA",7,"High",1,"TA","Highest",1995,19.313207915828,"Y",0,6.32455532033676,0,0,0,0,"None","None",5,2007,"Med","Med_High",12.0317192583854
406,20,"RL",99.9549898704412,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam",4,"4",1976,1993,"Low","Low","Highest","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",12.8452325786651,35.7910603363466,"GasA","Ex","Y","High",0,40.2492235949962,1,0,2,0,3,1,"TA",8,"Med",1,"TA","High",1993,22.1359436211787,"Y",10.9544511501033,8.83176086632785,0,0,0,0,"Med","None",6,2009,"Med","Med_High",11.9183905730784
407,50,"RL",102.371871136558,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",6,"5",1936,1950,"Low","Low","Med","None",0,"TA","TA","BrkTil","TA","High","No","Med","Unf",32.6190128606002,32.6190128606002,"GasA","Ex","Y","Med",473,40.4845649599943,0,0,1,0,3,1,"TA",6,"Low",0,"Low","Med",1936,15.4919333848297,"Y",0,0,0,0,0,0,"None","None",3,2008,"Med","Med_High",11.6526874073454
