"","id","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd.x","alley_grvl","alley_pave","landslope_sev","landslope_mod","yearremodadd.y","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating.x","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","paveddrive.fp","paveddrive.fy","saletype.fcon","saletype.fconld","saletype.fconli","saletype.fconlw","saletype.fcwd","saletype.fnew","saletype.foth","saletype.fwd","garagefinish.fnone","garagefinish.frfn","garagefinish.funf","garagecond.ffa","garagecond.fgd","garagecond.fnone","garagecond.fpo","garagecond.fta","garagequal.ffa","garagequal.fgd","garagequal.fnone","garagequal.fpo","garagequal.fta","poolqc.ffa","poolqc.fgd","poolqc.fnone","fence.fgdwo","fence.fmnprv","fence.fmnww","fence.fnone","miscfeature.fnone","miscfeature.fothr","miscfeature.fshed","miscfeature.ftenc","heating.y","heatingqc","centralair","electrical","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","heatingqc_gd","heatingqc_ta","heatingqc_fa","heatingqc_po","centralair_n","electrical_fusef","electrical_fusea","electrical_fusep","electrical_mix","electrical_na","garagetype_detchd","garagetype_builtin","garagetype_carport","garagetype_na","garagetype_basment","garagetype_2types","kitchenqual_ta","kitchenqual_ex","kitchenqual_fa","functional_min1","functional_maj1","functional_min2","functional_mod","functional_maj2","functional_sev","fireplacequ_ta","fireplacequ_gd","fireplacequ_fa","fireplacequ_ex","fireplacequ_po","yrsold","monthsold"
"180",180,30,1,8580,1,0,0,1,0,"OldTown",0,0,0,5,6,1923,2006,0,0,0,0,2006,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,968,968,"GasA",2,480,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",154,1,0,165,0,0,1,1,3,0,1,4,"Typ",0,NA,"Detchd",1935,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,7
"181",181,160,3,2117,1,0,0,1,0,"Somerst",0,0,4,6,5,2000,2000,0,0,0,0,2000,0,"CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",436,"Unf",0,320,756,"GasA",2,440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",155,3,0,166,0,0,0,0,0,0,0,4,"Typ",1,"TA","Detchd",2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,6
"182",182,70,0,7642,1,0,0,1,0,"Crawfor",0,0,0,7,6,1920,1950,0,0,0,0,1950,0,"CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","LwQ",352,"Unf",0,441,793,"GasA",1,216,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",156,66,0,167,0,0,1,0,1,0,1,3,"Typ",1,"Gd","Detchd",1920,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,7
"183",183,20,0,9120,1,0,0,1,0,"Edwards",1,0,0,5,6,1957,2006,0,0,0,0,2006,1,"CompShg","Wd Sdng","Wd Sdng","BrkFace",98,"TA","TA","PConc","None","None","None","None",0,"None",0,0,0,"GasA",1,252,116,0,0,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",157,1,0,168,0,0,1,1,0,0,1,2,"Typ",1,"Gd","Attchd",1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,6
"184",184,50,1,11489,1,0,0,1,0,"OldTown",0,0,0,7,5,2003,2003,0,0,0,0,2003,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1362,1362,"GasA",2,484,280,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",149,67,0,169,0,0,0,0,0,0,0,1,"Mod",0,NA,"Detchd",2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,6
"185",185,50,0,7530,1,1,0,1,0,"BrkSide",3,1,0,5,8,1908,1991,0,0,0,0,1991,0,"CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,504,504,"GasA",2,576,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","Gd","Y","SBrkr",158,68,0,143,0,0,1,1,0,0,1,4,"Typ",0,NA,"Attchd",1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,6
"186",186,75,1,23040,1,2,0,1,0,"OldTown",1,0,0,10,9,1892,1993,0,0,0,0,1993,0,"WdShngl","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1107,1107,"GasA",3,840,0,260,0,0,410,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",44,69,5,170,0,0,0,0,1,0,2,8,"Typ",2,"TA","Detchd",1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2006,6
"187",187,80,0,9947,1,1,0,1,3,"Mitchel",0,0,0,7,5,1990,1991,0,0,0,0,1991,0,"CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",611,"Unf",0,577,1188,"GasA",2,497,168,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",159,1,0,171,1,0,0,1,0,0,0,1,"Typ",0,NA,"Attchd",1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6
"188",188,50,0,10470,1,0,0,1,0,"OldTown",0,0,0,5,7,1916,1987,0,0,0,0,1987,0,"CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,660,660,"GasA",1,180,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",145,70,6,45,0,0,0,0,0,0,1,0,"Min2",0,NA,"Detchd",1916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,8
"189",189,90,0,7082,1,0,1,1,0,"SawyerW",1,0,2,5,5,1979,1979,0,0,0,0,1979,0,"CompShg","Plywood","Plywood","Stone",275,"TA","TA","CBlock","Gd","TA","Av","GLQ",1086,"None",0,0,1086,"GasA",2,528,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",160,1,0,84,2,0,3,2,3,1,1,1,"Typ",2,"TA","Detchd",1979,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,6
"190",190,120,0,4964,1,0,0,1,0,"StoneBr",0,0,3,8,5,2001,2002,0,0,0,0,2002,0,"CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",1153,"Unf",0,440,1593,"GasA",2,682,0,120,0,0,224,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",161,1,0,172,1,0,1,0,4,0,2,4,"Typ",1,"Gd","Attchd",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2008,8
"191",191,70,0,10640,1,0,1,1,0,"Crawfor",0,0,0,8,8,1932,1994,0,0,0,1,1994,1,"CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","Gd","No","Rec",297,"Unf",0,556,853,"GasA",2,440,0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",162,71,0,173,0,0,0,0,0,0,0,7,"Maj1",2,"TA","Detchd",1932,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,12
"192",192,60,0,7472,1,1,0,1,3,"NAmes",0,0,0,7,9,1972,2004,0,0,0,0,2004,0,"CompShg","HdBoard","HdBoard","BrkFace",138,"TA","TA","CBlock","TA","TA","No","ALQ",626,"Unf",0,99,725,"GasA",2,484,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",163,72,0,64,1,0,1,0,1,0,0,2,"Typ",0,NA,"Attchd",1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,6
"193",193,20,0,9085,1,1,0,1,0,"CollgCr",0,0,0,7,5,1999,1999,0,0,0,0,1999,0,"CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",560,"Unf",0,871,1431,"GasA",2,666,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",164,1,0,174,1,0,0,1,0,0,0,1,"Typ",0,NA,"Attchd",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,9
"194",194,160,1,2546,1,0,0,1,0,"Edwards",0,0,4,7,5,2004,2004,0,0,0,0,2004,0,"CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,970,970,"GasA",2,380,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",130,52,0,137,0,0,0,1,0,0,0,2,"Maj1",0,NA,"Detchd",2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,5
"195",195,20,0,7240,1,1,0,1,0,"CollgCr",0,0,0,5,7,1972,1972,0,0,0,0,1972,1,"CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",390,"Unf",0,474,864,"GasA",1,352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",125,1,0,132,0,0,1,1,0,0,1,4,"Typ",0,NA,"Detchd",1989,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,5
"196",196,160,0,2304,1,0,0,1,1,"NPkVill",0,0,4,6,6,1976,1976,0,0,0,0,1976,0,"CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",566,"Unf",0,289,855,"GasA",2,440,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",165,73,0,113,0,0,0,0,0,0,1,2,"Typ",1,"TA","Attchd",1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,7
"197",197,20,0,9495,1,0,0,1,0,"Somerst",0,0,0,7,5,2007,2007,0,0,0,0,2007,1,"CompShg","CemntBd","CmentBd","Stone",205,"Ex","TA","PConc","Ex","TA","No","GLQ",1126,"Unf",0,600,1726,"GasA",3,786,171,138,0,0,266,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",166,1,0,175,1,0,0,1,0,0,2,0,"Typ",1,"Gd","Attchd",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2007,9
"198",198,75,0,25593,1,0,0,1,2,"NAmes",1,0,0,8,4,1918,1990,0,0,0,0,1990,0,"CompShg","Stucco","Stucco","None",0,"Gd","Gd","PConc","TA","TA","No","GLQ",1036,"LwQ",184,140,1360,"GasA",2,795,0,16,552,0,0,512,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"GasA","Gd","Y","SBrkr",51,74,7,176,1,1,0,1,1,0,0,0,"Typ",1,"Ex","Detchd",1918,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2006,3
"199",199,75,1,5612,1,0,0,1,2,"OldTown",0,0,0,6,6,1912,1950,0,0,0,0,1950,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,755,755,"GasA",0,0,0,198,30,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",167,75,8,177,0,0,1,1,5,0,1,0,"Typ",0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7
"200",200,20,0,9667,1,0,0,1,0,"NridgHt",0,0,0,8,5,2004,2005,0,0,0,0,2005,1,"CompShg","VinylSd","VinylSd","BrkFace",262,"Gd","TA","PConc","Ex","TA","Av","GLQ",1088,"Unf",0,625,1713,"GasA",3,856,0,26,0,0,170,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",168,1,0,178,1,0,0,1,0,0,2,2,"Typ",1,"Gd","Attchd",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2009,1
"201",201,20,1,8626,1,0,0,1,2,"Edwards",0,0,0,4,5,2003,2004,0,0,0,0,2004,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1121,1121,"GasA",2,440,132,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",169,1,0,179,0,0,0,1,3,0,1,4,"Typ",0,NA,"Attchd",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3
"202",202,20,0,10200,1,0,0,1,0,"Mitchel",0,0,0,6,6,1977,1977,0,0,0,0,1977,0,"CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",641,"LwQ",279,276,1196,"GasA",2,473,238,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",170,1,0,180,0,1,0,1,0,0,1,1,"Typ",2,"Fa","Detchd",1980,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,2
"203",203,50,0,7050,1,0,0,1,2,"OldTown",1,0,0,6,6,1924,1950,0,0,0,0,1950,0,"CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","Fa","TA","No","LwQ",617,"None",0,0,617,"GasA",1,398,0,0,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",171,76,0,181,0,0,0,1,3,0,1,1,"Min1",0,NA,"Attchd",1924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,5
"204",204,120,1,4438,1,0,0,1,0,"CollgCr",0,0,3,6,5,2004,2004,0,0,0,0,2004,0,"CompShg","VinylSd","VinylSd","BrkFace",205,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",0,186,848,"GasA",2,420,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",172,1,0,182,1,0,1,1,2,0,0,9,"Typ",1,"Gd","Attchd",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,1
"205",205,50,1,3550,1,0,0,1,0,"OldTown",0,0,0,5,7,1947,1950,1,0,0,0,1950,0,"CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",312,"Unf",0,408,720,"GasA",1,240,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,"GasA","TA","Y","SBrkr",173,77,0,183,0,0,1,0,3,0,1,4,"Typ",0,NA,"Detchd",1948,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4
"206",206,20,0,11950,1,0,0,1,2,"Gilbert",0,0,0,7,5,1990,1990,0,0,0,0,1990,0,"CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1424,1424,"GasA",2,500,0,34,0,508,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",174,1,0,184,0,0,0,1,0,0,1,4,"Typ",0,NA,"Attchd",1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5
"207",207,20,0,13713,1,1,0,1,3,"Sawyer",3,0,0,5,5,1962,1962,0,0,0,0,1962,0,"CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1140,1140,"GasA",1,349,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",175,1,0,185,0,0,1,0,0,0,1,0,"Min2",1,"TA","Attchd",1962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2007,3
"208",208,20,0,12493,1,1,0,1,0,"NAmes",0,0,0,4,5,1960,1960,0,0,0,0,1960,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","ALQ",419,"Rec",306,375,1100,"GasA",1,312,355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",176,1,0,186,1,0,1,1,0,0,1,1,"Typ",1,"Po","Attchd",1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,4
"209",209,60,0,14364,1,1,2,1,0,"SawyerW",0,0,0,7,5,1988,1989,0,0,0,1,1989,0,"CompShg","Plywood","Plywood","BrkFace",128,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1065,"Unf",0,92,1157,"GasA",2,454,60,55,0,0,154,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",177,78,0,187,1,0,0,0,0,0,1,2,"Typ",1,"Gd","Attchd",1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,4
"210",210,20,0,8325,1,0,0,1,0,"NAmes",0,0,0,6,7,1964,1964,0,0,0,0,1964,1,"CompShg","HdBoard","HdBoard","Stone",260,"TA","TA","CBlock","Gd","TA","No","Rec",787,"Unf",0,305,1092,"GasA",2,504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",108,1,0,110,1,0,1,1,0,0,1,1,"Typ",0,NA,"Attchd",1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,7
"211",211,30,0,5671,1,0,0,1,0,"Edwards",0,0,0,5,6,1925,1950,0,0,0,0,1950,0,"CompShg","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","Rec",468,"Unf",0,396,864,"GasA",0,0,0,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","N","FuseA",125,1,0,132,1,0,1,1,3,0,1,4,"Typ",0,NA,NA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,4
"212",212,20,0,10503,1,0,0,1,2,"Edwards",0,0,0,6,5,2009,2009,0,0,0,0,2009,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",36,"Unf",0,1176,1212,"GasA",2,460,100,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",178,1,0,188,0,0,0,1,0,0,0,1,"Typ",0,NA,"Attchd",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3
"213",213,60,3,8712,1,0,0,1,0,"Somerst",0,0,0,7,5,2009,2009,0,0,0,0,2009,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",822,"Unf",0,78,900,"GasA",2,644,168,108,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",179,79,0,130,1,0,0,0,0,0,0,2,"Typ",1,"TA","Attchd",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,7
"214",214,20,0,13611,1,2,0,1,3,"CollgCr",0,0,0,5,5,1995,1995,0,0,0,0,1995,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",716,"Unf",0,274,990,"GasA",2,576,224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",83,1,0,86,0,1,1,1,0,0,1,4,"Typ",0,NA,"Attchd",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,7
"215",215,60,0,10900,1,1,0,1,1,"CollgCr",0,0,0,6,7,1977,1977,0,0,0,0,1977,0,"CompShg","HdBoard","HdBoard","BrkFace",153,"TA","TA","CBlock","Gd","TA","No","GLQ",378,"Unf",0,311,689,"GasA",1,299,0,36,0,0,0,0,450,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,"GasA","Ex","Y","SBrkr",180,65,0,189,0,0,1,0,0,0,1,1,"Typ",0,NA,"Attchd",1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3
"216",216,20,0,10083,1,1,0,1,0,"NAmes",0,0,0,5,6,1957,1996,0,0,0,0,1996,0,"CompShg","HdBoard","HdBoard","BrkFace",64,"TA","TA","CBlock","TA","TA","No","BLQ",360,"Unf",0,710,1070,"GasA",1,447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",181,1,0,190,0,1,1,1,3,0,0,1,"Min1",1,"Fa","Attchd",1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2006,5
"217",217,20,0,8515,1,0,0,1,0,"CollgCr",0,0,0,7,5,2004,2004,0,0,0,0,2004,0,"CompShg","VinylSd","VinylSd","BrkFace",266,"Gd","TA","PConc","Gd","TA","Mn","GLQ",946,"Unf",0,490,1436,"GasA",2,484,139,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",106,1,0,191,1,0,0,1,0,0,0,0,"Typ",0,NA,"Attchd",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,4
